bloque,MISE,RMSE_f,MISE_truncamiento,energy,Cob95_puntual,ancho_medio,n
train,1.0501564681510958,1.0247714223918891,0.05890926898593558,5.86796658088286,0.9451373954599761,3.9789944731930027,279
test,0.9853846008776407,0.9926654022769408,0.07550319726508395,5.749130758140467,0.9541111111111111,3.9922784597586345,120
