metrica,bloque,M,pct_ventanas_ganadas,n_ventanas
1. MAE  (L^1),train,4,1.0,575
1. MAE  (L^1),test,4,1.0,236
2. RMSE (L^2),train,4,1.0,575
2. RMSE (L^2),test,4,1.0,236
3. E_max promedio por curva,train,4,1.0,575
3. E_max promedio por curva,test,4,1.0,236
4. E_max peor de la ventana,train,4,1.0,575
4. E_max peor de la ventana,test,4,1.0,236
