M,metrica,bloque,banda,razon_vs_mejor
4,5. MPIW,train,FAR (IC del modelo AR),1.0
4,5. MPIW,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0675362387390643
4,5. MPIW,train,PSBPM-FD (predictiva bayesiana),1.260034531493164
4,5. MPIW,test,FAR (IC del modelo AR),1.0
4,5. MPIW,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0675362387390641
4,5. MPIW,test,PSBPM-FD (predictiva bayesiana),1.1053997026564681
4,6. PICP puntual,train,FAR (IC del modelo AR),2.2874556814066382
4,6. PICP puntual,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",3.0674224348511356
4,6. PICP puntual,train,PSBPM-FD (predictiva bayesiana),2.7208287658967847
4,6. PICP puntual,test,FAR (IC del modelo AR),3.4503259642035444
4,6. PICP puntual,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",4.80783633637156
4,6. PICP puntual,test,PSBPM-FD (predictiva bayesiana),2.6861421366740283
4,7. PICPB curva completa,train,FAR (IC del modelo AR),1.5469987772052405
4,7. PICPB curva completa,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.4355463457348556
4,7. PICPB curva completa,train,PSBPM-FD (predictiva bayesiana),1.0905260608133138
4,7. PICPB curva completa,test,FAR (IC del modelo AR),1.2581053789791656
4,7. PICPB curva completa,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.2489800787130887
4,7. PICPB curva completa,test,PSBPM-FD (predictiva bayesiana),1.0428802588996764
4,8. Winkler,train,FAR (IC del modelo AR),1.0253191878983272
4,8. Winkler,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0943598505062175
4,8. Winkler,train,PSBPM-FD (predictiva bayesiana),1.1123868252251379
4,8. Winkler,test,FAR (IC del modelo AR),1.0387359983809348
4,8. Winkler,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0674128915719718
4,8. Winkler,test,PSBPM-FD (predictiva bayesiana),1.048693544771408
4,9. Winkler max promedio,train,FAR (IC del modelo AR),1.1540106394031182
4,9. Winkler max promedio,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.155589352558952
4,9. Winkler max promedio,train,PSBPM-FD (predictiva bayesiana),1.0313637028470843
4,9. Winkler max promedio,test,FAR (IC del modelo AR),1.0827945508318113
4,9. Winkler max promedio,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0762429987906348
4,9. Winkler max promedio,test,PSBPM-FD (predictiva bayesiana),1.0327699801259789
4,10. Winkler max peor ventana,train,FAR (IC del modelo AR),1.2112963465817261
4,10. Winkler max peor ventana,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.1837141931763455
4,10. Winkler max peor ventana,train,PSBPM-FD (predictiva bayesiana),1.061043850915184
4,10. Winkler max peor ventana,test,FAR (IC del modelo AR),1.0870117134830912
4,10. Winkler max peor ventana,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0336639952719444
4,10. Winkler max peor ventana,test,PSBPM-FD (predictiva bayesiana),1.1065357073429363
