M,metrica,bloque,modelo,razon_vs_mejor,razon_vs_FAR
4,1. MAE  (L^1),train,FAR,1.4827616547924383,1.0
4,1. MAE  (L^1),train,RF,1.7698527284352439,1.1962320556766908
4,1. MAE  (L^1),train,GBT,1.002897064048987,0.6976071501569654
4,1. MAE  (L^1),train,PSBPM-FD,1.552812595880776,1.0459538194869078
4,1. MAE  (L^1),test,FAR,1.067432139977766,1.0
4,1. MAE  (L^1),test,RF,1.339218252941219,1.2606205961125063
4,1. MAE  (L^1),test,GBT,1.2999192914803877,1.2193253731197906
4,1. MAE  (L^1),test,PSBPM-FD,1.0127329121367912,0.9529206390720388
4,2. RMSE (L^2),train,FAR,1.4553020697954744,1.0
4,2. RMSE (L^2),train,RF,1.6356852871509995,1.125216697835763
4,2. RMSE (L^2),train,GBT,1.00189803858979,0.7257267918380931
4,2. RMSE (L^2),train,PSBPM-FD,1.4974429765273276,1.0225847064846818
4,2. RMSE (L^2),test,FAR,1.0448823477720408,1.0
4,2. RMSE (L^2),test,RF,1.2282625566850407,1.1801739806622071
4,2. RMSE (L^2),test,GBT,1.2148575463845412,1.1653451983038605
4,2. RMSE (L^2),test,PSBPM-FD,1.0190793968084941,0.9783260551932719
4,3. E_max promedio por curva,train,FAR,1.2379930018972571,1.0
4,3. E_max promedio por curva,train,RF,1.274344521548024,1.0297585607923525
4,3. E_max promedio por curva,train,GBT,1.0005722710775178,0.8253061655277197
4,3. E_max promedio por curva,train,PSBPM-FD,1.2873375098669326,1.0389622287468623
4,3. E_max promedio por curva,test,FAR,1.015520681598392,1.0
4,3. E_max promedio por curva,test,RF,1.1138853923134018,1.0976439229060266
4,3. E_max promedio por curva,test,GBT,1.147973841047667,1.1316421697688417
4,3. E_max promedio por curva,test,PSBPM-FD,1.0181987855597303,1.0034800689391101
4,4. E_max peor de la ventana,train,FAR,1.228176914480814,1.0
4,4. E_max peor de la ventana,train,RF,1.2624234654942301,1.028951692639621
4,4. E_max peor de la ventana,train,GBT,1.0095460214390615,0.8580440460914494
4,4. E_max peor de la ventana,train,PSBPM-FD,1.239581611537212,1.0101120062301434
4,4. E_max peor de la ventana,test,FAR,1.0434119940792934,1.0
4,4. E_max peor de la ventana,test,RF,1.067577629343882,1.0236063395527624
4,4. E_max peor de la ventana,test,GBT,1.0928046480488498,1.0488464864117533
4,4. E_max peor de la ventana,test,PSBPM-FD,1.0380028089735491,0.9970318141348615
