M,metrica,columna,bloque,banda,pct_ventanas_ganadas,n_ventanas,criterio
4,5. MPIW,mpiw,train,FAR (IC del modelo AR),1.0,575,menor es mejor
4,5. MPIW,mpiw,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.0,575,menor es mejor
4,5. MPIW,mpiw,train,PSBPM-FD (predictiva bayesiana),0.0,575,menor es mejor
4,5. MPIW,mpiw,test,FAR (IC del modelo AR),1.0,236,menor es mejor
4,5. MPIW,mpiw,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.0,236,menor es mejor
4,5. MPIW,mpiw,test,PSBPM-FD (predictiva bayesiana),0.0,236,menor es mejor
4,6. PICP puntual,picp,train,FAR (IC del modelo AR),0.7408695652173913,575,|valor - nominal|
4,6. PICP puntual,picp,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.07304347826086957,575,|valor - nominal|
4,6. PICP puntual,picp,train,PSBPM-FD (predictiva bayesiana),0.18608695652173912,575,|valor - nominal|
4,6. PICP puntual,picp,test,FAR (IC del modelo AR),0.5932203389830508,236,|valor - nominal|
4,6. PICP puntual,picp,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.17372881355932204,236,|valor - nominal|
4,6. PICP puntual,picp,test,PSBPM-FD (predictiva bayesiana),0.2330508474576271,236,|valor - nominal|
4,7. PICPB curva completa,picp_simultaneo,train,FAR (IC del modelo AR),0.31130434782608696,575,|valor - nominal|
4,7. PICPB curva completa,picp_simultaneo,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.21913043478260869,575,|valor - nominal|
4,7. PICPB curva completa,picp_simultaneo,train,PSBPM-FD (predictiva bayesiana),0.46956521739130436,575,|valor - nominal|
4,7. PICPB curva completa,picp_simultaneo,test,FAR (IC del modelo AR),0.461864406779661,236,|valor - nominal|
4,7. PICPB curva completa,picp_simultaneo,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.1059322033898305,236,|valor - nominal|
4,7. PICPB curva completa,picp_simultaneo,test,PSBPM-FD (predictiva bayesiana),0.4322033898305085,236,|valor - nominal|
4,8. Winkler,winkler,train,FAR (IC del modelo AR),0.7773913043478261,575,menor es mejor
4,8. Winkler,winkler,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.06086956521739131,575,menor es mejor
4,8. Winkler,winkler,train,PSBPM-FD (predictiva bayesiana),0.1617391304347826,575,menor es mejor
4,8. Winkler,winkler,test,FAR (IC del modelo AR),0.6440677966101694,236,menor es mejor
4,8. Winkler,winkler,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.08050847457627118,236,menor es mejor
4,8. Winkler,winkler,test,PSBPM-FD (predictiva bayesiana),0.2754237288135593,236,menor es mejor
4,9. Winkler max promedio,winkler_max_medio,train,FAR (IC del modelo AR),0.1565217391304348,575,menor es mejor
4,9. Winkler max promedio,winkler_max_medio,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.28347826086956524,575,menor es mejor
4,9. Winkler max promedio,winkler_max_medio,train,PSBPM-FD (predictiva bayesiana),0.56,575,menor es mejor
4,9. Winkler max promedio,winkler_max_medio,test,FAR (IC del modelo AR),0.2033898305084746,236,menor es mejor
4,9. Winkler max promedio,winkler_max_medio,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.17796610169491525,236,menor es mejor
4,9. Winkler max promedio,winkler_max_medio,test,PSBPM-FD (predictiva bayesiana),0.6186440677966102,236,menor es mejor
4,10. Winkler max peor ventana,winkler_max_glob,train,FAR (IC del modelo AR),0.17217391304347826,575,menor es mejor
4,10. Winkler max peor ventana,winkler_max_glob,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.29391304347826086,575,menor es mejor
4,10. Winkler max peor ventana,winkler_max_glob,train,PSBPM-FD (predictiva bayesiana),0.5339130434782609,575,menor es mejor
4,10. Winkler max peor ventana,winkler_max_glob,test,FAR (IC del modelo AR),0.3135593220338983,236,menor es mejor
4,10. Winkler max peor ventana,winkler_max_glob,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.4957627118644068,236,menor es mejor
4,10. Winkler max peor ventana,winkler_max_glob,test,PSBPM-FD (predictiva bayesiana),0.1906779661016949,236,menor es mejor
