M,covariable,componente,pip
4,fpc_1_lag1,FPC 1,1.0
4,fpc_1_lag1,FPC 2,1.0
4,fpc_1_lag1,FPC 3,0.14400000000000002
4,fpc_1_lag1,FPC 4,0.1157777777777778
4,fpc_2_lag1,FPC 1,1.0
4,fpc_2_lag1,FPC 2,1.0
4,fpc_2_lag1,FPC 3,1.0
4,fpc_2_lag1,FPC 4,0.5982222222222222
4,fpc_3_lag1,FPC 1,1.0
4,fpc_3_lag1,FPC 2,0.0
4,fpc_3_lag1,FPC 3,1.0
4,fpc_3_lag1,FPC 4,0.7673333333333333
4,fpc_4_lag1,FPC 1,0.4386666666666667
4,fpc_4_lag1,FPC 2,0.0
4,fpc_4_lag1,FPC 3,1.0
4,fpc_4_lag1,FPC 4,0.8813333333333334
