M,experiment_id,p_covariables,n_variables_diag,rhat_max,ess_min,geweke_max,n_no_converge,converge,ocupacion_media,ocupacion_max,N_trunc,toca_truncamiento,pip_sd_max,contrato_ok,pip_media_activas
4,real_nivel_v03_m04,4,32,2.6830304860550753,6.954392793231634,3.0808565267023016,10,False,11.165611111111112,35,35,True,0.38026189805331684,True,0.6840833333333334
