variable,FPC 1,FPC 1_sd
fpc_1_lag1,0.028249999999999997,0.001767766952966331
fpc_1_lag2,0.027249999999999996,0.002474873734152958
fpc_1_lag3,0.33225,0.42673894244608146
fpc_1_lag4,0.025000000000000022,0.008485281374238578
