M,FPC,variable,media_c1,media_c2,n_cadenas,n_post,ess_min,ess_mean,geweke_max,rhat,converge
1,1,atomos_global,3.2485167273623095,3.547761513084536,2,2000,5.482763056475623,7.747524156935186,1.5206081082042453,1.0603845929999647,False
1,1,atomos_punto,3.248514599308256,3.4992121679043193,2,2000,5.482758560418472,6.889330759323487,3.266562396601208,1.0426534447283744,False
1,1,senal_gating,2.128054054017392e-06,0.04854934518021602,2,2000,9.126286605008254,1004.5631433025042,4.756078821288274,1.1394518394896818,False
1,1,sd_argumento,9.563394865250799e-05,0.03620706139720587,2,2000,5.177792846197267,703.7001969895017,6.779589357834989,1.3262583461115738,False
1,1,alpha,-0.018639914839705313,-0.05478873165548074,2,2000,5.560558234528842,6.660966903982564,3.731801043625854,1.0164250867716529,False
1,1,psi_0,0.00012110468550922821,8.507851118524744e-05,2,2000,949.1012093903882,1168.351605511109,1.0991774226210793,0.9999104086235588,True
1,1,psi_1,9.869855400687794e-05,0.00013110172426483618,2,2000,1564.7916334705913,1587.608977967353,1.716207148646842,0.9999168023601711,True
1,1,psi_2,0.00011803514936362766,0.173410765539171,2,2000,5.183755762090908,892.5414403089876,6.991039720299064,1.3240445444856468,False
1,1,psi_3,0.00012046816790331572,8.832018508221309e-05,2,2000,1418.8934731289912,1520.5511926050099,1.5758416477838253,0.9998544135260817,True
1,1,Gamma_0,-0.6343369663220838,-0.6245537371330866,2,2000,4.6333552329240995,5.149426040019792,7.2296748936651465,1.0008643942869628,False
1,1,Gamma_1,-0.2538801295731935,-0.25728212889519503,2,2000,2.912346255602114,3.6333959793881068,18.55372900645963,0.9998622316044096,False
1,1,Gamma_2,-0.2910787677643287,0.455547562001521,2,2000,5.775507947991501,6.116686287603292,10.18168604541552,5.607745960191904,False
1,1,Gamma_3,-0.12161594064395677,-0.20985602637872888,2,2000,8.446838730277113,8.560685681707847,3.719851385756563,1.1346460918176016,False
