M,metrica,bloque,banda,razon_vs_mejor
4,5. MPIW,train,PSBPM-FD (predictiva bayesiana),1.1991898597848405
4,5. MPIW,test,FAR (IC del modelo AR),1.0
4,5. MPIW,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0101033326158306
4,5. MPIW,test,PSBPM-FD (predictiva bayesiana),1.1886336403363484
4,6. PICP puntual,train,FAR (IC del modelo AR),2.2424373059153724
4,6. PICP puntual,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.979957672395786
4,6. PICP puntual,train,PSBPM-FD (predictiva bayesiana),10.072434195641614
4,6. PICP puntual,test,FAR (IC del modelo AR),1.4401671925759612
4,6. PICP puntual,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.0782253800736425
4,6. PICP puntual,test,PSBPM-FD (predictiva bayesiana),13.8357277887202
4,7. PICPB curva completa,train,FAR (IC del modelo AR),1.0433350188905743
4,7. PICPB curva completa,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.1124740126129016
4,7. PICPB curva completa,train,PSBPM-FD (predictiva bayesiana),2.365569831403165
4,7. PICPB curva completa,test,FAR (IC del modelo AR),1.1197789766794293
4,7. PICPB curva completa,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0501176927647515
4,7. PICPB curva completa,test,PSBPM-FD (predictiva bayesiana),2.2949608586486416
4,8. Winkler,train,FAR (IC del modelo AR),1.0073724004171223
4,8. Winkler,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0162144970314506
4,8. Winkler,train,PSBPM-FD (predictiva bayesiana),1.1926730513120298
4,8. Winkler,test,FAR (IC del modelo AR),1.0103755919006772
4,8. Winkler,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0155327132393805
4,8. Winkler,test,PSBPM-FD (predictiva bayesiana),1.2023465515998526
4,9. Winkler max promedio,train,FAR (IC del modelo AR),1.039337921894155
4,9. Winkler max promedio,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0508286740680541
4,9. Winkler max promedio,train,PSBPM-FD (predictiva bayesiana),1.0799714751857084
4,9. Winkler max promedio,test,FAR (IC del modelo AR),1.0431353380874302
4,9. Winkler max promedio,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0431682173503265
4,9. Winkler max promedio,test,PSBPM-FD (predictiva bayesiana),1.0541403107622997
4,10. Winkler max peor ventana,train,FAR (IC del modelo AR),1.098326451005922
4,10. Winkler max peor ventana,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.1194886728156404
4,10. Winkler max peor ventana,train,PSBPM-FD (predictiva bayesiana),1.9017525244678033
4,10. Winkler max peor ventana,test,FAR (IC del modelo AR),1.1179865081143177
4,10. Winkler max peor ventana,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0838162863523522
4,10. Winkler max peor ventana,test,PSBPM-FD (predictiva bayesiana),1.7166739762830798
5,5. MPIW,train,FAR (IC del modelo AR),1.0
5,5. MPIW,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0089027928308223
5,5. MPIW,train,PSBPM-FD (predictiva bayesiana),1.207692249026616
5,5. MPIW,test,FAR (IC del modelo AR),1.0
5,5. MPIW,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0089027928308223
5,5. MPIW,test,PSBPM-FD (predictiva bayesiana),1.1986657958333011
5,6. PICP puntual,train,FAR (IC del modelo AR),2.966976974588629
5,6. PICP puntual,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.8547476818689566
5,6. PICP puntual,train,PSBPM-FD (predictiva bayesiana),4.145299796563969
5,6. PICP puntual,test,FAR (IC del modelo AR),3.837501253666006
5,6. PICP puntual,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",4.1000898195828706
5,6. PICP puntual,test,PSBPM-FD (predictiva bayesiana),7.259179191659018
5,7. PICPB curva completa,train,FAR (IC del modelo AR),1.0639710084154528
5,7. PICPB curva completa,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.082472609694832
5,7. PICPB curva completa,train,PSBPM-FD (predictiva bayesiana),1.8843648429759543
5,7. PICPB curva completa,test,FAR (IC del modelo AR),1.1021257902479622
5,7. PICPB curva completa,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0439622971297178
5,7. PICPB curva completa,test,PSBPM-FD (predictiva bayesiana),1.7215620980326862
5,8. Winkler,train,FAR (IC del modelo AR),1.0079245966972477
5,8. Winkler,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0135156126059988
5,8. Winkler,train,PSBPM-FD (predictiva bayesiana),1.1986003272037986
5,8. Winkler,test,FAR (IC del modelo AR),1.0101513856587259
5,8. Winkler,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.013257093980876
5,8. Winkler,test,PSBPM-FD (predictiva bayesiana),1.205653695031647
5,9. Winkler max promedio,train,FAR (IC del modelo AR),1.0436118477579506
5,9. Winkler max promedio,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0502384029561977
5,9. Winkler max promedio,train,PSBPM-FD (predictiva bayesiana),1.0844066585760797
5,9. Winkler max promedio,test,FAR (IC del modelo AR),1.0416600690723024
5,9. Winkler max promedio,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0392439276039593
5,9. Winkler max promedio,test,PSBPM-FD (predictiva bayesiana),1.0633033170603325
5,10. Winkler max peor ventana,train,FAR (IC del modelo AR),1.1137183534225588
5,10. Winkler max peor ventana,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.1065108629230394
5,10. Winkler max peor ventana,train,PSBPM-FD (predictiva bayesiana),1.845361008183271
5,10. Winkler max peor ventana,test,FAR (IC del modelo AR),1.1308378264939063
5,10. Winkler max peor ventana,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0787024656429662
5,10. Winkler max peor ventana,test,PSBPM-FD (predictiva bayesiana),1.7164941859566305
6,5. MPIW,train,FAR (IC del modelo AR),1.0
6,5. MPIW,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0061649975615727
6,5. MPIW,train,PSBPM-FD (predictiva bayesiana),1.20961190021339
6,5. MPIW,test,FAR (IC del modelo AR),1.0
6,5. MPIW,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0061649975615727
6,5. MPIW,test,PSBPM-FD (predictiva bayesiana),1.2040977739171672
6,6. PICP puntual,train,FAR (IC del modelo AR),3.174265140986875
6,6. PICP puntual,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.5851103071321804
6,6. PICP puntual,train,PSBPM-FD (predictiva bayesiana),3.424114704821298
6,6. PICP puntual,test,FAR (IC del modelo AR),2.5632180776812694
6,6. PICP puntual,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",3.3899526189881874
6,6. PICP puntual,test,PSBPM-FD (predictiva bayesiana),2.645863560651486
6,7. PICPB curva completa,train,FAR (IC del modelo AR),1.0553157233712787
6,7. PICPB curva completa,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.104752685586019
6,7. PICPB curva completa,train,PSBPM-FD (predictiva bayesiana),1.536604537437871
6,7. PICPB curva completa,test,FAR (IC del modelo AR),1.112226360868895
6,7. PICPB curva completa,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0608646757968023
6,7. PICPB curva completa,test,PSBPM-FD (predictiva bayesiana),1.5511977087768947
6,8. Winkler,train,FAR (IC del modelo AR),1.0082646423463313
6,8. Winkler,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0110779979951021
6,8. Winkler,train,PSBPM-FD (predictiva bayesiana),1.1966539775680762
6,8. Winkler,test,FAR (IC del modelo AR),1.0114963659994283
6,8. Winkler,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0103389842245187
6,8. Winkler,test,PSBPM-FD (predictiva bayesiana),1.2024154648189942
6,9. Winkler max promedio,train,FAR (IC del modelo AR),1.0372918627729342
6,9. Winkler max promedio,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0446397059593875
6,9. Winkler max promedio,train,PSBPM-FD (predictiva bayesiana),1.0789016162337788
6,9. Winkler max promedio,test,FAR (IC del modelo AR),1.0463289060205938
6,9. Winkler max promedio,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.040948185273794
6,9. Winkler max promedio,test,PSBPM-FD (predictiva bayesiana),1.0488432442949913
6,10. Winkler max peor ventana,train,FAR (IC del modelo AR),1.0876520009963142
6,10. Winkler max peor ventana,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.090702240203128
6,10. Winkler max peor ventana,train,PSBPM-FD (predictiva bayesiana),1.867425053295244
6,10. Winkler max peor ventana,test,FAR (IC del modelo AR),1.130370970112735
6,10. Winkler max peor ventana,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0692388704260902
6,10. Winkler max peor ventana,test,PSBPM-FD (predictiva bayesiana),1.6236782823703002
