M,metrica,bloque,modelo,razon_vs_mejor,razon_vs_FAR
1,1. MAE  (L^1),train,FAR,1.0907216606035512,1.0
1,1. MAE  (L^1),train,RF,1.0162152604428905,0.9357511817283455
1,1. MAE  (L^1),train,GBT,1.0127110252301892,0.932679369636566
1,1. MAE  (L^1),train,PSBPM-FD,1.1261552470807883,1.0331968262125928
1,1. MAE  (L^1),test,FAR,1.0445509749235462,1.0
1,1. MAE  (L^1),test,RF,1.0549120434296992,1.0159468261781543
1,1. MAE  (L^1),test,GBT,1.0419781325753703,1.0035853612582255
1,1. MAE  (L^1),test,PSBPM-FD,1.0848868596732664,1.0402122786357497
1,2. RMSE (L^2),train,FAR,1.1389654316917173,1.0
1,2. RMSE (L^2),train,RF,1.018063844888049,0.8987632982345072
1,2. RMSE (L^2),train,GBT,1.0140651254128146,0.8953795004510119
1,2. RMSE (L^2),train,PSBPM-FD,1.1628303667963136,1.0223309514194217
1,2. RMSE (L^2),test,FAR,1.0655179769722631,1.0
1,2. RMSE (L^2),test,RF,1.0607338284509806,1.0052134548298335
1,2. RMSE (L^2),test,GBT,1.0453175751839812,0.990969010188174
1,2. RMSE (L^2),test,PSBPM-FD,1.0855122690421568,1.020977490388568
1,3. E_max promedio por curva,train,FAR,1.1398460576555083,1.0
1,3. E_max promedio por curva,train,RF,1.0154297581533083,0.895494063552019
1,3. E_max promedio por curva,train,GBT,1.0127208397506815,0.8931790936842378
1,3. E_max promedio por curva,train,PSBPM-FD,1.149596603627568,1.0097234796889423
1,3. E_max promedio por curva,test,FAR,1.0990486882364674,1.0
1,3. E_max promedio por curva,test,RF,1.0659694686231969,0.9836705961623369
1,3. E_max promedio por curva,test,GBT,1.0475517130276801,0.9664466179230942
1,3. E_max promedio por curva,test,PSBPM-FD,1.099888494727391,1.0018786155318935
1,4. E_max peor de la ventana,train,FAR,1.1699290539177514,1.0
1,4. E_max peor de la ventana,train,RF,1.0530525398932502,0.9181973419701038
1,4. E_max peor de la ventana,train,GBT,1.0663808388471432,0.9293091968071412
1,4. E_max peor de la ventana,train,PSBPM-FD,1.1959592035456903,1.0269079820104097
1,4. E_max peor de la ventana,test,FAR,1.0868403812352592,1.0
1,4. E_max peor de la ventana,test,RF,1.1405657174666772,1.0678170918834475
1,4. E_max peor de la ventana,test,GBT,1.1390253020512053,1.0661709250390536
1,4. E_max peor de la ventana,test,PSBPM-FD,1.1167410099515493,1.0329924049222265
2,1. MAE  (L^1),train,FAR,1.5078262119070647,1.0
2,1. MAE  (L^1),train,RF,1.183679893401383,0.7875579439933363
2,1. MAE  (L^1),train,GBT,1.0,0.6666641866659638
2,1. MAE  (L^1),train,PSBPM-FD,1.5334456588435272,1.016962175850392
2,1. MAE  (L^1),test,FAR,1.1464212879728732,1.0
2,1. MAE  (L^1),test,RF,1.008195220523615,0.8840787099367317
2,1. MAE  (L^1),test,GBT,1.0563399523127277,0.9266883605996367
2,1. MAE  (L^1),test,PSBPM-FD,1.167076582080507,1.018458292513752
2,2. RMSE (L^2),train,FAR,1.687166292832001,1.0
2,2. RMSE (L^2),train,RF,1.2802700843936543,0.7620390600600486
2,2. RMSE (L^2),train,GBT,1.0,0.5976053912776113
2,2. RMSE (L^2),train,PSBPM-FD,1.7009935487483454,1.0084988830798567
2,2. RMSE (L^2),test,FAR,1.1343316661436647,1.0
2,2. RMSE (L^2),test,RF,1.0080321059166801,0.8973758468046187
2,2. RMSE (L^2),test,GBT,1.0702873065472176,0.9528912167938925
2,2. RMSE (L^2),test,PSBPM-FD,1.1406704367038178,1.0060937821643692
2,3. E_max promedio por curva,train,FAR,1.7082811682996302,1.0
2,3. E_max promedio por curva,train,RF,1.3136848951745643,0.7744170336373977
2,3. E_max promedio por curva,train,GBT,1.0,0.5944967823168191
2,3. E_max promedio por curva,train,PSBPM-FD,1.7179661332343819,1.0067713091301354
2,3. E_max promedio por curva,test,FAR,1.0949725769579317,1.0
2,3. E_max promedio por curva,test,RF,1.0186703079199841,0.9380571432662965
2,3. E_max promedio por curva,test,GBT,1.0815463213288015,0.9963936090046275
2,3. E_max promedio por curva,test,PSBPM-FD,1.0946159126251274,1.00000502367832
2,4. E_max peor de la ventana,train,FAR,1.5884418475135447,1.0
2,4. E_max peor de la ventana,train,RF,1.3310868310928103,0.8541891766025486
2,4. E_max peor de la ventana,train,GBT,1.0016001073843963,0.6560502320782127
2,4. E_max peor de la ventana,train,PSBPM-FD,1.605603488603578,1.0107155350300348
2,4. E_max peor de la ventana,test,FAR,1.1390965342251411,1.0
2,4. E_max peor de la ventana,test,RF,1.058262511338539,0.9466312561780139
2,4. E_max peor de la ventana,test,GBT,1.1633794197724059,1.0454991485886818
2,4. E_max peor de la ventana,test,PSBPM-FD,1.1578677575498602,1.0200497417614116
3,1. MAE  (L^1),train,FAR,2.0620007722392706,1.0
3,1. MAE  (L^1),train,RF,1.6314585740861225,0.7917762536384624
3,1. MAE  (L^1),train,GBT,1.0,0.48798477697854803
3,1. MAE  (L^1),train,PSBPM-FD,2.101957401379215,1.0194959210286698
3,1. MAE  (L^1),test,FAR,1.1154814072332089,1.0
3,1. MAE  (L^1),test,RF,1.0194565902201196,0.9199698088814527
3,1. MAE  (L^1),test,GBT,1.054624361103694,0.9521754016600192
3,1. MAE  (L^1),test,PSBPM-FD,1.1356836980280858,1.0189602287724648
3,2. RMSE (L^2),train,FAR,2.282443994002686,1.0
3,2. RMSE (L^2),train,RF,1.773575062686446,0.7785737208902623
3,2. RMSE (L^2),train,GBT,1.0,0.4425793770926437
3,2. RMSE (L^2),train,PSBPM-FD,2.3076381141661124,1.0114274583717893
3,2. RMSE (L^2),test,FAR,1.0967501650601614,1.0
3,2. RMSE (L^2),test,RF,1.0170380111927424,0.932385994127025
3,2. RMSE (L^2),test,GBT,1.087147182194992,0.9979751973229174
3,2. RMSE (L^2),test,PSBPM-FD,1.106013024151184,1.0087622783709567
3,3. E_max promedio por curva,train,FAR,2.2810542797575732,1.0
3,3. E_max promedio por curva,train,RF,1.7876017371540398,0.7881204168648013
3,3. E_max promedio por curva,train,GBT,1.0,0.4470162280061096
3,3. E_max promedio por curva,train,PSBPM-FD,2.2982662953589643,1.0085915788181317
3,3. E_max promedio por curva,test,FAR,1.08918025873425,1.0
3,3. E_max promedio por curva,test,RF,1.0272575561720383,0.9485219886235873
3,3. E_max promedio por curva,test,GBT,1.1205123477631103,1.0351881017967235
3,3. E_max promedio por curva,test,PSBPM-FD,1.0934029595688346,1.0035566494895871
3,4. E_max peor de la ventana,train,FAR,2.122730889514533,1.0
3,4. E_max peor de la ventana,train,RF,1.8015579589109287,0.8603539252759332
3,4. E_max peor de la ventana,train,GBT,1.0,0.4904588267575424
3,4. E_max peor de la ventana,train,PSBPM-FD,2.1501314020010343,1.0123149356233272
3,4. E_max peor de la ventana,test,FAR,1.100973013861288,1.0
3,4. E_max peor de la ventana,test,RF,1.063822293648569,0.974711905255562
3,4. E_max peor de la ventana,test,GBT,1.1602035330465876,1.070323860738351
3,4. E_max peor de la ventana,test,PSBPM-FD,1.126305086725706,1.0262065516678502
4,1. MAE  (L^1),train,FAR,2.6455121008958393,1.0
4,1. MAE  (L^1),train,RF,1.9481578592735989,0.7379104879970111
4,1. MAE  (L^1),train,GBT,1.0,0.3810193846080865
4,1. MAE  (L^1),train,PSBPM-FD,2.6707103773886085,1.0099649207011177
4,1. MAE  (L^1),test,FAR,1.1354125962227448,1.0
4,1. MAE  (L^1),test,RF,1.0024415726623401,0.889604351654229
4,1. MAE  (L^1),test,GBT,1.0916860031257145,0.9682558909533686
4,1. MAE  (L^1),test,PSBPM-FD,1.150072854606404,1.013872922616314
4,2. RMSE (L^2),train,FAR,2.7634044732287624,1.0
4,2. RMSE (L^2),train,RF,2.058605598268972,0.7475636765266458
4,2. RMSE (L^2),train,GBT,1.0,0.36619615923730003
4,2. RMSE (L^2),train,PSBPM-FD,2.792384955746629,1.0111785174555108
4,2. RMSE (L^2),test,FAR,1.1100261433669503,1.0
4,2. RMSE (L^2),test,RF,1.0080670712452706,0.9150612059256641
4,2. RMSE (L^2),test,GBT,1.116372146743309,1.0135353958433686
4,2. RMSE (L^2),test,PSBPM-FD,1.1194702529767022,1.009214317466504
4,3. E_max promedio por curva,train,FAR,2.7356165448949343,1.0
4,3. E_max promedio por curva,train,RF,2.0815920992480565,0.7643298475016587
4,3. E_max promedio por curva,train,GBT,1.0,0.3728152286976045
4,3. E_max promedio por curva,train,PSBPM-FD,2.7553839429286677,1.0080017694718828
4,3. E_max promedio por curva,test,FAR,1.0955678974051406,1.0
4,3. E_max promedio por curva,test,RF,1.0227756216004722,0.9415329846271325
4,3. E_max promedio por curva,test,GBT,1.1609227811289564,1.0674131661546211
