-7.801638296810476936e-01,-1.516152300596175007e+00,-2.247944830997692378e+00
-7.979727963331448848e-01,-1.499966839852425071e+00,-2.073733196268587431e+00
-8.152845767214064177e-01,-1.482341417510510961e+00,-1.904308869042897978e+00
-8.320991708458320701e-01,-1.463276033570432455e+00,-1.739671849320624242e+00
-8.484165787064225084e-01,-1.442770688032189996e+00,-1.579822137101766666e+00
-8.642368003031773993e-01,-1.420825380895783585e+00,-1.424759732386324584e+00
-8.795598356360962988e-01,-1.397440112161212333e+00,-1.274484635174297997e+00
-8.943856847051797621e-01,-1.372614881828477129e+00,-1.128996845465686683e+00
-9.087143475104276780e-01,-1.346349689897578195e+00,-9.882963632604920834e-01
-9.225458240518400466e-01,-1.318644536368514419e+00,-8.523831885587127566e-01
-9.358801143294167568e-01,-1.289499421241286914e+00,-7.212573213603489242e-01
-9.487172183431576977e-01,-1.258914344515894790e+00,-5.949187616654008082e-01
-9.610571360930633134e-01,-1.226889306192338935e+00,-4.733675094738687417e-01
-9.728998675791332706e-01,-1.193424306270618684e+00,-3.566035647857523916e-01
-9.842454128013674586e-01,-1.158519344750734259e+00,-2.446269276010514526e-01
-9.950937717597660992e-01,-1.122174421632685215e+00,-1.374375979197662023e-01
-1.005444944454329415e+00,-1.084389536916472885e+00,-3.503557574189694601e-02
-1.015298930885057072e+00,-1.045164690602095936e+00,6.257913893255663551e-02
-1.024655731051948626e+00,-1.004499882689554369e+00,1.554065461035946394e-01
-1.033515344955004966e+00,-9.623951131788489599e-01,2.434466457712171350e-01
-1.041877772594225648e+00,-9.188503820699794877e-01,3.266994379354234423e-01
-1.049743013969610894e+00,-8.738656893629459521e-01,4.051649225962141720e-01
-1.057111069081160259e+00,-8.274410350577477979e-01,4.788430997535894629e-01
-1.063981937928874411e+00,-7.795764191543855803e-01,5.477339694075490373e-01
-1.070355620512752681e+00,-7.302718416528592993e-01,6.118375315580925067e-01
-1.076232116832795294e+00,-6.795273025531687328e-01,6.711537862052203707e-01
-1.081611426889002470e+00,-6.273428018553139918e-01,7.256827333489328513e-01
-1.086493550681373987e+00,-5.737183395592948543e-01,7.754243729892293935e-01
-1.090878488209909847e+00,-5.186539156651119864e-01,8.203787051261103302e-01
-1.094766239474610270e+00,-4.621495301727647220e-01,8.605457297595754396e-01
-1.098156804475475035e+00,-4.042051830822530056e-01,8.959254468896248325e-01
-1.101050183212504141e+00,-3.448208743935772813e-01,9.265178565162586199e-01
-1.103446375685697589e+00,-2.839966041067373270e-01,9.523229586394765800e-01
-1.105345381895055601e+00,-2.217323722217334758e-01,9.733407532592789346e-01
-1.106747201840577954e+00,-1.580281787385652836e-01,9.895712403756656839e-01
-1.107651835522264649e+00,-9.288402365723254228e-02,1.001014419988636606e+00
-1.108059282940115686e+00,-2.629990697773610525e-02,1.007670292098191700e+00
-1.107969544094131287e+00,4.172417129992467277e-02,1.009538856704331078e+00
-1.107384160849293142e+00,1.095797423268399379e-01,1.006540149698383457e+00
-1.106304675070583166e+00,1.756583372540979349e-01,9.985942069716773339e-01
-1.104731086758001801e+00,2.399599560816998156e-01,9.857010285242129299e-01
-1.102663395911548383e+00,3.024845988096451221e-01,9.678606143559898012e-01
-1.100101602531223577e+00,3.632322654379340765e-01,9.450729644670082807e-01
-1.097045706617026717e+00,4.222029559665672060e-01,9.173380788572681466e-01
-1.093495708168958247e+00,4.793966703955435671e-01,8.846559575267696207e-01
-1.089451607187018167e+00,5.348134087248632706e-01,8.470266004755125921e-01
-1.084913403671206256e+00,5.884531709545272049e-01,8.044500077034968388e-01
-1.079881097621522290e+00,6.403159570845339266e-01,7.569261792107229159e-01
-1.074354689037967159e+00,6.904017671148847679e-01,7.044551149971906012e-01
-1.068334177920539974e+00,7.387106010455788407e-01,6.470368150628996728e-01
-1.061819564269241178e+00,7.852424588766165892e-01,5.846712794078503528e-01
-1.054810848084070551e+00,8.299973406079984573e-01,5.173585080320420859e-01
-1.047308029365028537e+00,8.729752462397235568e-01,4.450985009354757604e-01
-1.039311108112114468e+00,9.141761757717921100e-01,3.678912581181510988e-01
-1.030820084325328789e+00,9.536001292042045607e-01,2.857367795800670462e-01
-1.021834958004671279e+00,9.912471065369602430e-01,1.986350653212252959e-01
-1.012355729150142380e+00,1.027117107770059823e+00,1.065861153416252788e-01
-1.002382397761741428e+00,1.061210132903502856e+00,9.589929641266533439e-03
-9.919149638394688662e-01,1.093526181937289454e+00,-9.235349177985051339e-02
-9.809534273833244722e-01,1.124065254871419839e+00,-1.992441489217270378e-01
-9.694977883933084684e-01,1.152827351705893788e+00,-3.110820417843611074e-01
-9.575480468694207437e-01,1.179812472440711080e+00,-4.278671703677536797e-01
-9.451042028116611871e-01,1.205020617075872380e+00,-5.495995346719058094e-01
-9.321662562200300206e-01,1.228451785611377023e+00,-6.762791346968153317e-01
-9.187342070945270223e-01,1.250105978047225008e+00,-8.079059704424832455e-01
-9.048080554351525251e-01,1.269983194383416780e+00,-9.444800419089096621e-01
-8.903878012419061960e-01,1.288083434619952561e+00,-1.086001349096094692e+00
-8.754734445147880351e-01,1.304406698756831684e+00,-1.232469892004039336e+00
-8.600649852537982643e-01,1.318952986794054150e+00,-1.383885670632741149e+00
-8.441624234589367726e-01,1.331722298731620402e+00,-1.540248684982201688e+00
-8.277657591302033380e-01,1.342714634569530219e+00,-1.701558935052421617e+00
-8.108749922675984045e-01,1.351929994307783822e+00,-1.867816420843399161e+00
-7.934901228711217502e-01,1.359368377946380768e+00,-2.039021142355134764e+00
-7.756111509407733751e-01,1.365029785485321279e+00,-2.215173099587629313e+00
-7.572380764765532790e-01,1.368914216924605576e+00,-2.396272292540881921e+00
