M,experiment_id,objetivo_evaluacion,modo_residuo,n_lags,M_fpca,K_base,var_explicada,n_train_origenes,n_test_origenes,w_ventana,p_bic_libre,far_hs_norm,far_hs_referencia,far_radio_espectral,mise_truncamiento_test,mise_test_VAR,mise_test_FAR1,mise_test_RF,mise_test_GBT,mise_test_media,mise_test_persistencia,mise_test_PSBPM-FD
2,escenario_E_r01_m02,curva_verdadera,ninguno,1,2,4,0.985589,279,120,20,1,1.549019,0.70,0.285421,0.07297806,4.96822639,4.96833692,4.71359881,4.32236814,7.18818384,12.69265109,5.41218621
