M,p_covariables,var_explicada,MISE,MISE_truncamiento,razon_MISE_piso,RMSE_scores,CRPS,energy,Cob_puntual,PIT_ks_max,salto_T0_w20,degradacion_rmse
2,2,0.9855894345760835,5.412186211324236,0.07297806200228676,74.16182429117733,1.266180086025832,0.7325442195569539,12.24581060306857,0.8155555555555556,0.17800000000000005,2.728671372872474,1.3645988881022706
