M,puesto_PSBPM,de_n_modelos,n_que_lo_superan,MISE_PSBPM,MISE_mejor,mejor_modelo,MISE_VAR,MISE_truncamiento,piso_sobre_PSBPM,far_hs,far_hs_referencia,var_explicada
2,5,7,4,5.412186211324236,4.322368138781976,GBT,4.968226388684714,0.07297806200228676,0.013484026445651569,1.5490187451670723,0.70,0.9855894345760835
