-1.311067954893821552e+00,2.624741415864840222e-01,1.728586327588123583e-01,1.623024829458076246e-01,-1.565493839665718298e-02,-4.550712887696294756e-02,1.033713364903256632e-01,-2.867016668918898059e-02,7.312262426056034825e-02
-1.257182578471325307e+00,2.731080289930063465e-01,1.815288634058711825e-01,2.339093876929035365e-01,-1.555130088019436585e-01,-1.260540126212419607e-02,3.002661234413996419e-02,3.167155295073557225e-02,-4.139675821087025059e-02
-1.263157937886774995e+00,-4.389045070712050550e-02,2.666624581057957522e-01,1.657709811417368007e-01,-9.763193659470559629e-03,-3.961238148261833625e-02,-5.275166984886790061e-02,6.076434363145139655e-02,-4.136487395126570675e-03
-1.251993919108503883e+00,-1.489625390576407860e-01,1.300644321909457946e-01,2.434817868620147985e-01,-1.466949678305241311e-01,-1.197799008640817314e-01,-1.291777015100834258e-01,1.365136461355844766e-01,-1.840558482606681825e-02
-1.341947294352672460e+00,-1.569715212124922765e-01,2.952169275677625770e-01,7.306764153607343826e-02,-7.673171958198911347e-02,-8.510876527618724263e-02,-1.802660674990658740e-01,-7.707159062474540356e-02,6.746360733113133945e-02
-1.299549155760377772e+00,-7.229070210506698124e-02,3.088578519962466573e-01,7.470554550590939591e-02,6.635708065211776141e-02,-1.295165199666885036e-01,-1.208274461163650615e-01,-2.169558144176562398e-01,1.495694356922005856e-02
-1.232574919802307045e+00,7.193771106231058865e-02,2.633429467884318420e-01,7.425576834545405402e-02,-5.517006262871865935e-02,-1.274328579686572760e-01,-1.759113153151844466e-01,-6.831941155844586597e-03,-1.280480816173644454e-01
-1.283624055335869762e+00,7.322852217118995879e-03,1.571867931653530004e-01,9.807804582537456295e-02,-7.827693897757280472e-02,-1.325596255116801570e-01,5.429664486828121583e-02,2.043345222403048032e-03,6.264848458244147433e-02
-1.357880678906052463e+00,8.194183460727652579e-02,1.523981190933459406e-01,-1.431402534857162401e-01,6.697599771697673732e-02,-2.298001342767767852e-01,6.479821891862541650e-02,-1.213980370010842996e-01,1.054969829088057975e-02
-1.312324540416921481e+00,2.948337412123541168e-01,2.825088826936658290e-02,-6.298151437603950742e-02,2.942492704593159536e-02,-2.298526913023887439e-02,1.399989755138078551e-01,-8.945665083006398843e-03,1.177226511093009548e-01
-1.329184853673787137e+00,3.044831249115593219e-01,-3.662879407675168758e-02,-2.014261671137561327e-02,-7.419897595885929092e-03,-1.242921963339153751e-01,6.771314841342222779e-02,3.266102880809588771e-01,1.293452401820251174e-01
-1.185521840964325335e+00,2.923566209733712840e-01,-1.876367157663804131e-01,1.055944967435139097e-02,-1.526414001768269628e-02,-1.400463641451393515e-01,6.997746073822269652e-02,1.868366944781494621e-01,-6.593365352087046660e-02
-1.020364943385987377e+00,2.734532074801984680e-01,-1.942290495438959153e-01,-1.117221234981391753e-01,6.500661333669602304e-02,2.723331973544631038e-02,1.095260410446665354e-02,3.710114103245158723e-02,6.355330862850835927e-02
-1.042158046881623612e+00,1.232139375556725314e-01,-1.176850297683959545e-01,-9.571896528258574954e-02,-6.349517300316924462e-02,3.254413298659669662e-02,1.691819615498705853e-01,1.611450283344417755e-02,4.242867273069223649e-02
-1.071075561933164222e+00,6.363265462827513708e-02,1.416118357163990427e-01,-3.027509745921717899e-03,-1.779481020666969227e-01,1.175582381220700162e-01,-5.225574691727318671e-02,-5.006345714287248339e-02,7.556632102648436211e-02
-9.712257868779805570e-01,7.399834114332416724e-02,-2.406641062753017788e-03,-5.853016751434472059e-02,-1.123351200653649046e-01,1.651789063599571061e-01,1.998192123855088431e-01,-2.413023450002260151e-01,5.221709637207627708e-02
-1.121384393869005125e+00,-5.296987024424779783e-02,3.219254691567991628e-02,-3.419472899657254039e-02,1.447193075193227152e-01,-9.381680358273702253e-03,-8.739467149123145151e-02,-1.716803424953483592e-01,1.812962807357801076e-01
-1.077321089534392318e+00,1.272738199503547218e-01,-2.816686696623524680e-02,2.771668339704192255e-02,1.550841607464251426e-01,-4.714562855597748819e-02,-8.862950471971729749e-02,-1.101777373769874668e-01,1.946611708528701162e-02
-1.200891895213127336e+00,7.387983637007719540e-02,-8.356868277832645020e-02,4.010522387080782403e-02,1.028390641035218239e-01,3.416352704971723679e-04,-1.705489526503123909e-01,-9.495138194884895910e-02,-1.122444976302421488e-01
-1.254026913570103208e+00,7.617344350867114033e-02,-1.026450482099963007e-01,-2.008756408598239562e-01,1.593273108773286539e-01,-1.832649249157981830e-02,-9.875151619540080417e-02,7.395531412802688886e-02,-2.016060671838661167e-02
-1.204009338031407639e+00,-1.755628875502708852e-01,-2.441309389626453719e-01,-9.868284999534202018e-02,6.543551798961058652e-02,-1.046153993033282631e-01,-5.727037044220876366e-02,6.041791860866399522e-02,3.792536826735987826e-02
-1.199250607709211547e+00,-2.029624466126313809e-01,-2.275566885944308448e-01,-1.618501734361383060e-01,1.002438090777020008e-01,2.045258860562648717e-02,-2.222301531307773748e-01,-5.085003910617499207e-02,1.078322057515306714e-01
-1.061762248362772887e+00,9.237622473644662574e-03,-3.171976203838875463e-01,-1.146997817658837460e-01,7.829539651430408864e-02,-7.877607598928891564e-02,-1.720389218469767223e-02,4.067897950130085899e-02,-7.105807463962191808e-04
-1.084456123159324603e+00,1.194626229648798089e-02,-3.357683705809448305e-01,3.294440699018500590e-02,9.807638641923809020e-02,3.510342078645351666e-02,-9.615923696011997868e-02,4.466969559973022266e-03,-9.069855699497804402e-02
-9.659496517090375711e-01,4.006648987005405338e-02,-3.649945768324924233e-01,2.271252182213665261e-01,7.263858643017059857e-02,2.729852783675097358e-02,4.054908440953751414e-02,-1.848370058386104298e-01,-1.590301967640879721e-01
-9.862533159359779811e-01,-4.016395657371326505e-02,4.608326141248671876e-02,-1.800467971139623619e-02,1.729361024029164029e-01,1.073047166021678933e-01,-8.613802172971490867e-02,3.928376294458838652e-02,-1.975257738696701848e-01
-8.786261262087038393e-01,7.535982604458096867e-02,-7.560153954984556723e-02,2.743477961962344502e-01,1.571979133395026151e-01,-1.503757768350796019e-02,7.625542053375400364e-02,-2.293204817722513736e-02,-1.321018366723683557e-01
-8.799434082404620217e-01,2.266469679400872628e-01,-1.129574035425137679e-01,1.067151824137619887e-01,-4.954571403207244651e-02,-2.627157732620996264e-02,-2.610172455555752682e-02,8.654782136156209671e-02,-9.485099720938357237e-02
-9.138758892614108342e-01,2.162781464512413820e-01,-1.125520086650680096e-01,-2.040575765791767526e-02,1.453124566817861896e-01,1.258817636551969738e-02,-3.427198399663217848e-02,-1.586484441361303011e-01,1.490792626096228424e-01
-9.381136696733691771e-01,6.010528012865354319e-02,-5.678020907345394941e-02,3.496217446069947721e-02,-2.106412227585577335e-02,1.010380238172937928e-02,1.631000298105168556e-01,-2.279775899220261304e-01,-2.060632438246242093e-01
-8.985778670781322530e-01,2.498239655585934513e-02,1.140549561811722012e-01,-3.512046482599890523e-02,6.128781438503763668e-02,1.398205464988524181e-02,2.332471322447214057e-01,2.718898365111386845e-03,-8.554879191971677399e-02
-8.940191177046514781e-01,-6.535568830362049886e-02,1.181742095263861592e-01,-2.773210337632314171e-01,-3.418676754050017225e-02,-8.705325351014799040e-02,2.362833718724823007e-02,5.945990346891922435e-02,-5.369018927177717643e-02
-6.865920501774049889e-01,1.159797575776103234e-01,9.931318892677877541e-02,2.121056165100038485e-02,3.019373497439910292e-02,1.923551591700114749e-01,6.252934582398164687e-02,-5.123900545496230807e-02,1.665901866537584652e-01
