componente,n_activas,VP,FP,FN,VN,sensibilidad,especificidad,exactitud,auc,pip_media_activas,pip_media_inactivas
FPC 1,1,1,0,0,0,1.0,0.0,1.0,,1.0,
FPC 2,1,0,0,1,0,0.0,0.0,0.0,,0.4285,
FPC 3,1,1,0,0,0,1.0,0.0,1.0,,0.501,
FPC 4,1,1,0,0,0,1.0,0.0,1.0,,1.0,
FPC 5,1,0,0,1,0,0.0,0.0,0.0,,0.002999999999999947,
FPC 6,1,1,0,0,0,1.0,0.0,1.0,,0.5895,
FPC 7,1,1,0,0,0,1.0,0.0,1.0,,1.0,
