bloque,objetivo,banda,winkler,picp,ee_picp,ace,mpiw,picp_simultaneo
test,curva_suavizada,FAR (IC del modelo AR),2.658104096799008,0.9332444444444444,0.00166398786531399,-0.016755555555555524,2.066542048365792,0.7433333333333333
test,curva_suavizada,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.695968907353511,0.9271555555555555,0.0017325399640479645,-0.022844444444444445,2.048880350791339,0.72
test,curva_suavizada,PSBPM-FD (predictiva bayesiana),2.5191609883703974,0.9050222222222222,0.001954561610480273,-0.04497777777777778,1.7808513129507173,0.5666666666666667
test,representacion_fpca,FAR (IC del modelo AR),2.450091004282405,0.9500888888888889,0.0014517421273730316,8.88888888889161e-05,2.066542048365792,0.8466666666666667
test,representacion_fpca,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.491709804076484,0.946,0.0015067846561469898,-0.0040000000000000036,2.048880350791339,0.83
test,representacion_fpca,PSBPM-FD (predictiva bayesiana),2.2351210118286016,0.938,0.0016077036764003225,-0.01200000000000001,1.7808513129507173,0.8166666666666667
train,curva_suavizada,FAR (IC del modelo AR),2.4042640047193657,0.950919540229885,0.0009455640356804002,0.0009195402298850519,2.0665420483657924,0.7816091954022989
train,curva_suavizada,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.4005316150562437,0.9506321839080459,0.0009481847430836313,0.0006321839080459801,2.048880350791339,0.7772988505747126
train,curva_suavizada,PSBPM-FD (predictiva bayesiana),2.2515375970944715,0.9259961685823754,0.0011457673594644363,-0.02400383141762452,1.7753398418643551,0.6422413793103449
train,representacion_fpca,FAR (IC del modelo AR),2.280959601748679,0.9671455938697318,0.0007802027701868254,0.0171455938697318,2.0665420483657924,0.8922413793103449
train,representacion_fpca,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.270163702985543,0.966455938697318,0.0007880678303605065,0.016455938697318095,2.048880350791339,0.8936781609195402
train,representacion_fpca,PSBPM-FD (predictiva bayesiana),2.0180330003910063,0.9533716475095786,0.0009228282907994404,0.0033716475095786347,1.7753398418643551,0.8491379310344828
