grupo,t,banda,rmse_f_PSBPM,mpiw,picp_puntual,I_t_simultaneo
mejores,893,FAR (IC del modelo AR),0.10077887961855196,2.074367653655836,1.0,1.0
mejores,893,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.10077887961855196,2.0569929717304802,1.0,1.0
mejores,893,PSBPM-FD (predictiva bayesiana),0.10077887961855196,1.4865698847764481,1.0,1.0
mejores,832,FAR (IC del modelo AR),0.13054553622937703,2.074367653655836,1.0,1.0
mejores,832,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.13054553622937703,2.0569929717304802,1.0,1.0
mejores,832,PSBPM-FD (predictiva bayesiana),0.13054553622937703,1.6230484306129316,1.0,1.0
mejores,769,FAR (IC del modelo AR),0.14496805965667256,2.074367653655836,1.0,1.0
mejores,769,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.14496805965667256,2.0569929717304802,1.0,1.0
mejores,769,PSBPM-FD (predictiva bayesiana),0.14496805965667256,1.5550423254569372,1.0,1.0
mejores,911,FAR (IC del modelo AR),0.14508967066320763,2.074367653655836,1.0,1.0
mejores,911,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.14508967066320763,2.0569929717304802,1.0,1.0
mejores,911,PSBPM-FD (predictiva bayesiana),0.14508967066320763,1.7525258621030178,1.0,1.0
mejores,754,FAR (IC del modelo AR),0.14739690805218636,2.074367653655836,1.0,1.0
mejores,754,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.14739690805218636,2.0569929717304802,1.0,1.0
mejores,754,PSBPM-FD (predictiva bayesiana),0.14739690805218636,1.6373127120717739,1.0,1.0
peores,936,FAR (IC del modelo AR),1.3189644090532964,2.074367653655836,0.4,0.0
peores,936,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.3189644090532964,2.0569929717304802,0.37333333333333335,0.0
peores,936,PSBPM-FD (predictiva bayesiana),1.3189644090532964,2.249487227741629,0.41333333333333333,0.0
peores,711,FAR (IC del modelo AR),1.2841330642110191,2.074367653655836,0.41333333333333333,0.0
peores,711,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.2841330642110191,2.0569929717304802,0.38666666666666666,0.0
peores,711,PSBPM-FD (predictiva bayesiana),1.2841330642110191,2.2790936243223645,0.72,0.0
peores,966,FAR (IC del modelo AR),1.2418121402812388,2.074367653655836,0.56,0.0
peores,966,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.2418121402812388,2.0569929717304802,0.5866666666666667,0.0
peores,966,PSBPM-FD (predictiva bayesiana),1.2418121402812388,2.4126836139832935,0.6266666666666667,0.0
peores,968,FAR (IC del modelo AR),1.2085108187828368,2.074367653655836,0.49333333333333335,0.0
peores,968,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.2085108187828368,2.0569929717304802,0.48,0.0
peores,968,PSBPM-FD (predictiva bayesiana),1.2085108187828368,2.5120864408339063,0.7466666666666667,0.0
peores,838,FAR (IC del modelo AR),1.1991215798278068,2.074367653655836,0.4266666666666667,0.0
peores,838,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.1991215798278068,2.0569929717304802,0.37333333333333335,0.0
peores,838,PSBPM-FD (predictiva bayesiana),1.1991215798278068,2.35556984913225,0.84,0.0
