M,FPC,variable,media_c1,media_c2,n_cadenas,n_post,ess_min,ess_mean,geweke_max,rhat,converge
2,1,atomos_global,4.198394274531563,2.3431675348562284,2,2000,23.77440424647371,28.622743556018264,1.5560585739846287,5.391176392503864,False
2,1,atomos_punto,3.3728963919299186,2.3431345623424296,2,2000,21.118010148734854,27.214988891224575,1.5719463767961819,3.6327883496677003,False
2,1,senal_gating,0.8254978826016446,3.297251379881827e-05,2,2000,12.71629783441157,57.69789462262423,4.745326119123342,5.45527250733886,False
2,1,sd_argumento,0.3280182049012815,0.06845686410549538,2,2000,13.803980774290801,70.10968559234014,5.059141394356278,3.600441409834333,False
2,1,alpha,0.42838886057389586,0.3501431548851963,2,2000,13.626999154826182,26.512207064253328,4.660685539734513,1.1015262416358578,False
2,1,psi_0,0.7102907525782607,0.15833665913808978,2,2000,15.556978858587103,84.87795742958376,5.3813001781798055,3.3915376447569034,False
2,1,psi_1,8.345388658433404e-05,0.0018828623606236996,2,2000,9.619159083168359,525.1078907755528,7.235905318318724,1.064313003400104,False
2,1,psi_2,7.261237362148617e-05,0.012646765201956001,2,2000,13.415379023705647,501.92095336835246,0.7155846350239989,1.2652554924033046,False
2,1,psi_3,7.550980794951497e-05,0.00010010113822799734,2,2000,1240.7381474817616,1506.0067346944588,1.5003569535453876,0.9999611512882387,True
2,1,Gamma_0,0.2940273224352173,-0.1790309505677892,2,2000,72.22182124950793,90.37486607805707,3.1157431907309743,1.357326165408879,False
2,1,Gamma_1,0.5588871850221993,-0.22329178621710657,2,2000,6.431699478506651,18.837865594005393,0.5608323973302629,5.930550554852123,False
2,1,Gamma_2,-0.252265249066647,0.6396160446396293,2,2000,3.923489021642995,6.37011694615693,2.63317972009319,2.661527097351099,False
2,1,Gamma_3,-0.07255935803692555,-0.22254704912492665,2,2000,3.723916558213263,4.949624328926609,2.8547071611867563,1.145286427675902,False
2,2,atomos_global,3.5733940509716513,3.8819191488216243,2,2000,8.821843680008246,8.860477972943784,0.9158547002175235,1.1069617146836928,False
2,2,atomos_punto,3.432253178862067,3.8726597205357294,2,2000,8.746307951196208,8.816080662550107,0.8684508628454408,1.211932801596449,False
2,2,senal_gating,0.14114087210958332,0.00925942828589548,2,2000,15.999559347278261,31.333842860199184,3.377744497307712,2.0557637228196106,False
2,2,sd_argumento,0.13508897888907767,0.01664944299403082,2,2000,10.433585462322407,13.393895580412938,1.6147076822734383,1.7993207459365126,False
2,2,alpha,0.08628201539943439,-0.1298592591247611,2,2000,8.42952601691808,8.78537605327595,0.7179940779798546,1.5053366518357214,False
2,2,psi_0,0.7006840656178885,0.03379769825755405,2,2000,13.244165768399748,20.193542590286953,2.003938131266382,1.8718358990442172,False
2,2,psi_1,0.000175109424442441,0.0002283254918557774,2,2000,702.9925691410473,1015.4987320448479,2.1297271605598973,0.9999756361939256,False
2,2,psi_2,0.00016882438911445779,0.00010560178076509988,2,2000,1172.984323738876,1356.039031695846,2.2788527826238676,1.000489816059152,False
2,2,psi_3,0.00018857146408146673,0.03892599932437431,2,2000,8.560735014215275,788.6248889059277,1.691967242719533,1.2019399537500757,False
2,2,Gamma_0,-0.23635512588267157,-0.08869440341875624,2,2000,9.232163891905273,17.161737718266778,1.3353744638753624,1.1067242201836314,False
2,2,Gamma_1,0.24456621590801897,-0.07153509924467309,2,2000,5.145887064608947,6.310562151362089,2.234336950159767,2.1507505293661136,False
2,2,Gamma_2,-0.07496777824330286,0.07504564138816736,2,2000,4.205902145651517,4.727723917569621,9.035711606022874,1.2515314503405277,False
2,2,Gamma_3,-0.06838768305779186,-0.10994071088455701,2,2000,4.0136673469291075,5.433398539482145,2.3140858850677692,1.0134247830683412,False
