componente,n_activas,VP,FP,FN,VN,sensibilidad,especificidad,exactitud,auc,pip_media_activas,pip_media_inactivas
FPC 1,4,1,0,3,0,0.25,0.0,0.25,,0.39393750000000005,
FPC 2,4,1,0,3,0,0.25,0.0,0.25,,0.3555625,
