bloque,FPC,RMSE,R2,sd_ratio,CRPS,Cob95,Ancho,PIT_ks,PIT_forma,n
train,FPC 1,0.848529434495236,0.28254478227449953,0.4456036974374021,0.4711655119759817,0.956989247311828,3.360924751853644,0.021625089605734768,aproximadamente uniforme,279
train,FPC 2,0.9967547097329066,0.008566499435129327,0.027232532016861412,0.5625006247025425,0.953405017921147,3.929200318605242,0.03274193548387094,aproximadamente uniforme,279
test,FPC 1,1.2396575909043388,0.32058478861502804,0.3058815483640816,0.7643361423520739,0.8,3.4127379661425947,0.2440222222222222,U (subdispersion: intervalos demasiado angostos),120
test,FPC 2,1.1158182556276226,0.010742981519877848,0.028411325327389252,0.6306649063797788,0.8916666666666667,3.9323024539649487,0.05793333333333328,aproximadamente uniforme,120
