modelo,MISE_test,MISE_train,salto
(truncamiento FPCA),0.06515463846232245,0.03669692834375186,1.7754793494430412
GBT,3.309643368187008,0.3947943062167857,8.383209474073945
VAR,3.609714348473481,1.7813175539164945,2.0264294485489023
FAR1,3.613939604360787,1.781120617708896,2.029025754027538
PSBPM-FD,3.7139306920407806,1.7624799585669673,2.107218680126436
RF,3.8682833668225447,1.253556573355701,3.0858466614453355
media,5.548115315045568,2.3910186248213776,2.320398200771039
persistencia,8.996443566834607,4.908337706993135,1.8328900951572586
