bloque,MISE,RMSE_f,MISE_truncamiento,energy,Cob95_puntual,ancho_medio,n
train,1.7885638128439945,1.337371979983129,0.036887011600471246,6.9199067241604535,0.9503942652329749,5.221371117233178,279
test,3.628895591171779,1.9049660341254853,0.062221756757997654,10.533464501459646,0.8073333333333333,5.287187244423303,120
