M,media incondicional,mejor lineal (VAR),PSBPM-FD,oráculo (proyectado),brecha lineal-oráculo,ganancia_lineal_sobre_incondicional,fraccion_brecha_recuperada
2,5.390905486795679,3.57142535321164,3.628895591171779,2.3663014695683007,1.2051238836433393,0.3375091880279888,-0.04768824080259252
