bloque,modelo,RMSE_scores,R2_scores,sd_ratio,MISE,RMSE_func,n
test,(truncamiento FPCA),,,,0.062221756757997654,0.2494428927790841,120
test,FAR1,1.1664935628340802,0.18072621547796608,0.2503414098366055,3.57484867194099,1.890727022058179,120
test,GBT,1.1949200994914664,0.11267954534415892,0.5593049206544716,3.4048915152526384,1.845234813039424,120
test,RF,1.1858966900609091,0.16202125538058282,0.3119587167796907,3.829072703117384,1.9568016514499837,120
test,VAR,1.1662143131752605,0.18099757775297676,0.2503438425483475,3.57142535321164,1.8898215135857777,120
test,media,1.3254031152201264,-0.01697596838085469,0.0,5.390905486795679,2.321832355445948,120
test,persistencia,1.688250181046656,-0.653598960537934,0.9982279970960606,8.592660583817908,2.9313240325521686,120
train,(truncamiento FPCA),,,,0.036887011600471246,0.19205991669390896,279
train,FAR1,0.9230671898276047,0.1452459054125726,0.32233891691539424,1.7975030243971004,1.340709895688512,279
train,GBT,0.41450588566138763,0.8276051547331531,0.7506325601283863,0.3913949312629114,0.62561564179847,279
train,RF,0.770607041295732,0.4040099501949119,0.4524218944114571,1.258382611076148,1.1217765423987738,279
train,VAR,0.9230636723490209,0.14525210336907046,0.32234279200903115,1.7974892142166823,1.3407047453547265,279
train,media,1.0014139133085393,-2.6977268944294863e-06,0.0,2.400478844007691,1.5493478770139684,279
train,persistencia,1.4039479352930972,-0.9699837666330388,0.9984091564543021,5.0835629850783,2.2546758048726874,279
