bloque,train,train,train,test,test,test
,Error_maximo,MAE,RMSE,Error_maximo,MAE,RMSE
modelo,,,,,,
(truncamiento FPCA),0.3951125464107953,0.13604642562577776,0.18689175916351522,0.3948876312426409,0.1344290258192586,0.18293417362835357
FAR,1.3193849553658896,0.7864669509031472,0.9758512873124996,1.2821683166684739,0.7704710385516745,0.9610782027832419
GBT,0.9234277306942105,0.5006797942734412,0.6295922381417053,1.431617378988363,0.8733186936631168,1.0906152541638907
PSBPM-FD,1.30799380709717,0.7768447771278306,0.9654955073474645,1.2733398073957076,0.7665726460192159,0.9561629721524022
RF,1.149510942074099,0.673492137761948,0.8377148839561568,1.3373507291116893,0.7999471837289853,0.9955561690484672
media,1.5162975691736997,0.987406593618207,1.1944746752585995,1.4644749524256897,0.9463394834387436,1.1404619376156027
persistencia,1.4922225659773551,0.8655287094462948,1.08723238352098,1.4593356958812516,0.8815495739911373,1.0944581895240673
