metrica,bloque,columna,minimo,maximo,promedio
1. MAE  (L^1),train,mae_f,0.6923693061469257,0.9504382540525192,0.8157650152618614
1. MAE  (L^1),test,mae_f,0.7606628251068875,0.9668411331396378,0.8456027407152874
2. RMSE (L^2),train,rmse_f,0.8831397358401272,1.1711010628421974,1.0184792593634855
2. RMSE (L^2),test,rmse_f,0.9620530550279114,1.1958950704619307,1.0515896782025176
3. E_max promedio por curva,train,linf_medio,1.712455427043011,2.2436036487242514,1.9731513130220877
3. E_max promedio por curva,test,linf_medio,1.8502574101649425,2.2502882896436884,2.020537277958321
4. E_max peor de la ventana,train,linf_max,2.4237664879761596,3.9155367725352854,3.108874352549516
4. E_max peor de la ventana,test,linf_max,2.5195493278271517,4.036884770847074,3.1081493620159844
5. MPIW,train,mpiw,2.508431578754947,2.6598444506456342,2.5693621897660237
5. MPIW,test,mpiw,2.5160857927566855,2.6584819970940448,2.562862385912168
6. PICP puntual,train,picp,0.6846666666666666,0.8506666666666667,0.774214705882353
6. PICP puntual,test,picp,0.6766666666666666,0.8153333333333334,0.757326215895611
7. PICPB curva completa,train,picp_simultaneo,0.0,0.25,0.041029411764705884
7. PICPB curva completa,test,picp_simultaneo,0.0,0.1,0.02402135231316726
8. Winkler,train,winkler,5.096430510456012,9.320009939464107,7.176801202613674
8. Winkler,test,winkler,6.054438120133932,9.8893133007312,7.6881286733591745
9. Winkler max promedio,train,winkler_max_medio,28.071226134206483,51.799214782807404,38.914909184095954
9. Winkler max promedio,test,winkler_max_medio,33.320326973477414,50.30856235388958,41.3583468074103
10. Winkler max peor ventana,train,winkler_max_glob,55.26727824966169,119.4777506209827,87.29957482011275
10. Winkler max peor ventana,test,winkler_max_glob,62.233251351953704,138.54849758875747,89.28635209834363
