modelo,MISE_test,MISE_train,salto
(truncamiento FPCA),0.03480673453341066,0.03549562623966662,0.9805922086962331
PSBPM-FD,0.9234218288512581,0.9448656652882284,0.9773048834085544
FAR,0.9328217390230897,0.9651081774821195,0.9665463010133618
RF,1.0006671102117082,0.7121084905079292,1.4052172155649447
GBT,1.201253454890007,0.40106729516570133,2.995141886085994
persistencia,1.211656300285649,1.2045598480088715,1.0058913239458447
media,1.342689072908646,1.4750930846539982,0.9102402328891609
