bloque,modelo,RMSE_scores,R2_scores,MISE,RMSE_func,MISE_rel_PSBP
train,PSBPM-FD,0.8591310223141524,0.25425695300411666,0.948482208970898,0.9739005128712572,1.0
train,FAR,0.8829550655006393,0.2077636237334312,0.9667710053899992,0.9832451400286701,1.019282171290218
train,RF,0.729229620871312,0.4650673067325632,0.7120363807243238,0.8438224817604256,0.7507113723270387
train,GBT,0.5437594255405844,0.7013309615495513,0.4003290329038638,0.6327156019127897,0.42207331789409136
train,media,1.000784378655954,-3.921472561119188e-07,1.4764981976144738,1.2151124218007459,1.5566957225444138
train,persistencia,1.0113502343997967,-0.04927951569827804,1.2075523663183725,1.098886876033367,1.2731418205815008
train,(truncamiento FPCA),,,0.035136338963645194,,0.03704480551276558
test,PSBPM-FD,0.8479371212176983,0.20113682345399433,0.9483419234290764,0.9738284876861408,1.0
test,FAR,0.8611568702622459,0.17376926934815018,0.9545223701813456,0.9769966070469976,1.006517108017245
test,RF,0.8849719359308902,0.1277462847702423,1.0093118672926822,1.0046451449604892,1.0642910983447265
test,GBT,0.9609938717935749,-0.02655243368273308,1.200263869847786,1.095565547946715,1.2656446374402535
test,media,0.9558394365621997,-0.005456537576639997,1.3587308950929966,1.1656461277304517,1.432743677702246
test,persistencia,1.0142276603091571,-0.16003968724517958,1.2363018245615573,1.1118911028340668,1.3036456514452686
test,(truncamiento FPCA),,,0.03499052264613479,,0.03689652622296163
