bloque,MISE,RMSE_f,MISE_truncamiento,energy,Cob95_puntual,ancho_medio,n
train,0.9484822089708979,0.9739005128712572,0.035136338963645194,6.088426753594291,0.9394096601073345,3.7378162443289837,559
test,0.9483419234290764,0.9738284876861409,0.03499052264613479,6.048356871219762,0.9420416666666667,3.7183357301244944,240
