metrica,banda,observado,li,ls,largo_bloque,n
picp,FAR (IC del modelo AR),0.9499166666666667,0.9272500000000001,0.97054375,6,240
picp,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.9491250000000001,0.9279552083333333,0.968459375,6,240
picp,PSBPM-FD (predictiva bayesiana),0.9420416666666667,0.9188291666666666,0.9625010416666667,6,240
winkler,FAR (IC del modelo AR),4.590339068448737,4.235557976950544,5.014850761201639,6,240
winkler,"PSBPM-FD (IC gaussiano, mismo mecanismo)",4.578996391149943,4.224372694383396,5.004443399628051,6,240
winkler,PSBPM-FD (predictiva bayesiana),4.6208523731160085,4.222501949890941,5.112664897145231,6,240
