variable,FPC 1,FPC 1_sd,FPC 2,FPC 2_sd
fpc_1_lag1,1.0,0.0,0.04177777777777777,0.0025239592648000977
fpc_2_lag1,0.04133333333333333,0.0243310501211929,0.9997777777777778,0.0003849001794597722
