bloque,modelo,RMSE_scores,R2_scores,sd_ratio,MISE,RMSE_func,n
test,(truncamiento FPCA),,,,0.03499052264613479,0.187057538330148,240
test,FAR,0.8611568702622459,0.17376926934815018,0.3229261350741729,0.9545223701813456,0.9769966070469976,240
test,GBT,0.9609938717935749,-0.02655243368273308,0.6508608763399479,1.200263869847786,1.095565547946715,240
test,RF,0.8849719359308902,0.1277462847702423,0.4928216182300107,1.0093118672926822,1.0046451449604892,240
test,media,0.9558394365621997,-0.005456537576639997,0.0,1.3587308950929966,1.1656461277304517,240
test,persistencia,1.0142276603091571,-0.16003968724517958,0.9941862647096966,1.2363018245615573,1.1118911028340668,240
train,(truncamiento FPCA),,,,0.035136338963645194,0.1874468963830695,559
train,FAR,0.8829550655006393,0.2077636237334312,0.32261121893123845,0.9667710053899992,0.9832451400286701,559
train,GBT,0.5437594255405844,0.7013309615495513,0.6863072010770457,0.4003290329038638,0.6327156019127897,559
train,RF,0.729229620871312,0.4650673067325632,0.5208913650121955,0.7120363807243238,0.8438224817604256,559
train,media,1.000784378655954,-3.921472561119188e-07,0.0,1.4764981976144738,1.2151124218007459,559
train,persistencia,1.0113502343997967,-0.04927951569827804,0.9997296580156758,1.2075523663183725,1.098886876033367,559
