objetivo,metrica,bloque,columna,minimo,maximo,promedio
curva_suavizada,1. MAE  (L^1),train,mae_f,0.21123249226994326,0.3943868505968532,0.26413200429599826
curva_suavizada,1. MAE  (L^1),test,mae_f,0.2182083399817879,0.2746657988862576,0.2473959001760689
curva_suavizada,2. RMSE (L^2),train,rmse_f,0.2650594426350784,0.702678172985043,0.34072751714398203
curva_suavizada,2. RMSE (L^2),test,rmse_f,0.27678606964069535,0.3422639202532108,0.3152775825412941
curva_suavizada,3. E_max promedio por curva,train,linf_medio,0.5492853952543896,0.8834122863698458,0.6590799143543997
curva_suavizada,3. E_max promedio por curva,test,linf_medio,0.5639240639015739,0.730661034634754,0.6524530587045149
curva_suavizada,4. E_max peor de la ventana,train,linf_max,0.9110841937239399,4.758722093961326,1.3540876948247553
curva_suavizada,4. E_max peor de la ventana,test,linf_max,0.9976937859698871,1.303874865306033,1.1646380170875792
curva_suavizada,5. MPIW,train,mpiw,1.195710169642011,1.2183499069614652,1.2050011594130376
curva_suavizada,5. MPIW,test,mpiw,1.195004077172195,1.213023368011928,1.2039748063272044
curva_suavizada,6. PICP puntual,train,picp,0.8688888888888889,0.9848888888888889,0.9405483924704315
curva_suavizada,6. PICP puntual,test,picp,0.9222222222222223,0.9764444444444444,0.9420746207462075
curva_suavizada,7. PICPB curva completa,train,picp_simultaneo,0.23333333333333334,0.8,0.48090954522738627
curva_suavizada,7. PICPB curva completa,test,picp_simultaneo,0.3,0.8,0.5170971709717096
curva_suavizada,8. Winkler,train,winkler,1.2442016404735754,1.8242015788814954,1.4894793319971482
curva_suavizada,8. Winkler,test,winkler,1.3421855990996152,1.6986993200906326,1.4996393882773482
curva_suavizada,9. Winkler max promedio,train,winkler_max_medio,2.6019929391822942,7.828324072208395,4.854692907905922
curva_suavizada,9. Winkler max promedio,test,winkler_max_medio,3.44875125754707,7.091988740512524,5.175410166704396
curva_suavizada,10. Winkler max peor ventana,train,winkler_max_glob,10.064005897896587,36.68022366122918,21.873057419714012
curva_suavizada,10. Winkler max peor ventana,test,winkler_max_glob,14.71066952408849,26.4293503077707,21.954410141148138
representacion_fpca,1. MAE  (L^1),train,mae_f,0.1987220531208202,0.3881714867973016,0.25244622340173534
representacion_fpca,1. MAE  (L^1),test,mae_f,0.2061385141197434,0.26302910108391603,0.23453898155414543
representacion_fpca,2. RMSE (L^2),train,rmse_f,0.2480675461528161,0.6961536707104418,0.32548878666750286
representacion_fpca,2. RMSE (L^2),test,rmse_f,0.26173909171612103,0.3242445442647291,0.2984412335184956
representacion_fpca,3. E_max promedio por curva,train,linf_medio,0.45489245014220653,0.7991639657925468,0.5618191517072684
representacion_fpca,3. E_max promedio por curva,test,linf_medio,0.5031323743386777,0.6220486312372162,0.5511487418933275
representacion_fpca,4. E_max peor de la ventana,train,linf_max,0.7221545401547244,4.772117261838358,1.2017485882755405
representacion_fpca,4. E_max peor de la ventana,test,linf_max,0.8306067966334367,1.2661539351655842,1.0759914358904588
representacion_fpca,5. MPIW,train,mpiw,1.195710169642011,1.2183499069614652,1.2050011594130376
representacion_fpca,5. MPIW,test,mpiw,1.195004077172195,1.213023368011928,1.2039748063272044
representacion_fpca,6. PICP puntual,train,picp,0.8933333333333333,0.9915555555555555,0.9523598200899549
representacion_fpca,6. PICP puntual,test,picp,0.9373333333333334,0.9817777777777777,0.9576449364493643
representacion_fpca,7. PICPB curva completa,train,picp_simultaneo,0.4666666666666667,0.9333333333333333,0.6964517741129435
representacion_fpca,7. PICPB curva completa,test,picp_simultaneo,0.6,0.8,0.7121771217712177
representacion_fpca,8. Winkler,train,winkler,1.2069712544878726,1.720453066821583,1.411734901731522
representacion_fpca,8. Winkler,test,winkler,1.2874141976279212,1.5651387896758657,1.402899875673377
representacion_fpca,9. Winkler max promedio,train,winkler_max_medio,1.5607393736319415,5.275499439642638,2.9849532098422658
representacion_fpca,9. Winkler max promedio,test,winkler_max_medio,2.208674094755635,3.9965352907887337,2.9609068206427724
representacion_fpca,10. Winkler max peor ventana,train,winkler_max_glob,2.716450703770455,20.736041604465736,14.088803425849314
representacion_fpca,10. Winkler max peor ventana,test,winkler_max_glob,8.8672989408704,26.25342880603031,15.925449404202572
