M,metrica,bloque,banda,razon_vs_mejor
1,5. MPIW,train,FAR (IC del modelo AR),1.303500748589554
1,5. MPIW,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.4423696227603462
1,5. MPIW,train,PSBPM-FD (predictiva bayesiana),1.0
1,5. MPIW,test,FAR (IC del modelo AR),1.29275302841607
1,5. MPIW,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.430476890739336
1,5. MPIW,test,PSBPM-FD (predictiva bayesiana),1.0
1,6. PICP puntual,train,FAR (IC del modelo AR),2.4313876782530177
1,6. PICP puntual,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.9270496803281476
1,6. PICP puntual,train,PSBPM-FD (predictiva bayesiana),63.57057618235906
1,6. PICP puntual,test,FAR (IC del modelo AR),6.023786109681751
1,6. PICP puntual,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",3.0790995182123564
1,6. PICP puntual,test,PSBPM-FD (predictiva bayesiana),141.09874545605447
1,7. PICPB curva completa,train,FAR (IC del modelo AR),1.1551985739413122
1,7. PICPB curva completa,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0532469121417274
1,7. PICPB curva completa,train,PSBPM-FD (predictiva bayesiana),3.9761537041615074
1,7. PICPB curva completa,test,FAR (IC del modelo AR),1.3053662517995945
1,7. PICPB curva completa,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0432648756849867
1,7. PICPB curva completa,test,PSBPM-FD (predictiva bayesiana),5.123405843739453
1,8. Winkler,train,FAR (IC del modelo AR),1.0213693833544686
1,8. Winkler,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.06429316830555
1,8. Winkler,train,PSBPM-FD (predictiva bayesiana),1.5109321715264408
1,8. Winkler,test,FAR (IC del modelo AR),1.0026306453158338
1,8. Winkler,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0788977221691627
1,8. Winkler,test,PSBPM-FD (predictiva bayesiana),1.6671740591528477
1,9. Winkler max promedio,train,FAR (IC del modelo AR),1.0766291224054154
1,9. Winkler max promedio,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.034237256058615
1,9. Winkler max promedio,train,PSBPM-FD (predictiva bayesiana),2.752696728726032
1,9. Winkler max promedio,test,FAR (IC del modelo AR),1.1429197109454787
1,9. Winkler max promedio,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.026744647484994
1,9. Winkler max promedio,test,PSBPM-FD (predictiva bayesiana),3.2765915216223918
1,10. Winkler max peor ventana,train,FAR (IC del modelo AR),1.1097802579911218
1,10. Winkler max peor ventana,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0526295031680932
1,10. Winkler max peor ventana,train,PSBPM-FD (predictiva bayesiana),1.3046347850689435
1,10. Winkler max peor ventana,test,FAR (IC del modelo AR),1.1637013658888669
1,10. Winkler max peor ventana,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.124975527849279
1,10. Winkler max peor ventana,test,PSBPM-FD (predictiva bayesiana),1.6692733891112521
2,5. MPIW,train,FAR (IC del modelo AR),1.0632922976280563
2,5. MPIW,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.1762252016306745
2,5. MPIW,train,PSBPM-FD (predictiva bayesiana),1.0
2,5. MPIW,test,FAR (IC del modelo AR),1.0608575045280215
2,5. MPIW,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.1735318077149979
2,5. MPIW,test,PSBPM-FD (predictiva bayesiana),1.0
2,6. PICP puntual,train,FAR (IC del modelo AR),2.9593639836507273
2,6. PICP puntual,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.3019884849050176
2,6. PICP puntual,train,PSBPM-FD (predictiva bayesiana),17.097994137553762
2,6. PICP puntual,test,FAR (IC del modelo AR),2.942749086096629
2,6. PICP puntual,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",3.0949819050913137
2,6. PICP puntual,test,PSBPM-FD (predictiva bayesiana),24.63261607780514
2,7. PICPB curva completa,train,FAR (IC del modelo AR),1.1525872326667288
2,7. PICPB curva completa,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0571939248567417
2,7. PICPB curva completa,train,PSBPM-FD (predictiva bayesiana),3.1663311406155272
2,7. PICPB curva completa,test,FAR (IC del modelo AR),1.3053662517995945
2,7. PICPB curva completa,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0432648756849867
2,7. PICPB curva completa,test,PSBPM-FD (predictiva bayesiana),4.190716130725283
2,8. Winkler,train,FAR (IC del modelo AR),1.0388266879586459
2,8. Winkler,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.081301674720681
2,8. Winkler,train,PSBPM-FD (predictiva bayesiana),1.0858375582697566
2,8. Winkler,test,FAR (IC del modelo AR),1.0042546258189413
2,8. Winkler,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0806359214321806
2,8. Winkler,test,PSBPM-FD (predictiva bayesiana),1.164488199986699
2,9. Winkler max promedio,train,FAR (IC del modelo AR),1.0758680157721627
2,9. Winkler max promedio,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.033891946020702
2,9. Winkler max promedio,train,PSBPM-FD (predictiva bayesiana),1.7134274988913192
2,9. Winkler max promedio,test,FAR (IC del modelo AR),1.1404783982635032
2,9. Winkler max promedio,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0272355853830644
2,9. Winkler max promedio,test,PSBPM-FD (predictiva bayesiana),2.0544196073687555
2,10. Winkler max peor ventana,train,FAR (IC del modelo AR),1.1293523614181329
2,10. Winkler max peor ventana,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.070601271360722
2,10. Winkler max peor ventana,train,PSBPM-FD (predictiva bayesiana),1.149571513878942
2,10. Winkler max peor ventana,test,FAR (IC del modelo AR),1.1707428161916267
2,10. Winkler max peor ventana,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.131875559254671
2,10. Winkler max peor ventana,test,PSBPM-FD (predictiva bayesiana),1.4081932850169327
3,5. MPIW,train,FAR (IC del modelo AR),1.0196612478180977
3,5. MPIW,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.1279597688703158
3,5. MPIW,train,PSBPM-FD (predictiva bayesiana),1.0001612288439825
3,5. MPIW,test,FAR (IC del modelo AR),1.0178002213465898
3,5. MPIW,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.1259010822298698
3,5. MPIW,test,PSBPM-FD (predictiva bayesiana),1.0003901073174188
3,6. PICP puntual,train,FAR (IC del modelo AR),3.3095251505872447
3,6. PICP puntual,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.5268836558817718
3,6. PICP puntual,train,PSBPM-FD (predictiva bayesiana),9.53470061006068
3,6. PICP puntual,test,FAR (IC del modelo AR),4.147749161328942
3,6. PICP puntual,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",4.241741893815038
3,6. PICP puntual,test,PSBPM-FD (predictiva bayesiana),13.210366613275545
3,7. PICPB curva completa,train,FAR (IC del modelo AR),1.1525872326667288
3,7. PICPB curva completa,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0571939248567417
3,7. PICPB curva completa,train,PSBPM-FD (predictiva bayesiana),2.31016123598065
3,7. PICPB curva completa,test,FAR (IC del modelo AR),1.3053662517995945
3,7. PICPB curva completa,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0432648756849867
3,7. PICPB curva completa,test,PSBPM-FD (predictiva bayesiana),2.924705137866193
3,8. Winkler,train,FAR (IC del modelo AR),1.0589431663074431
3,8. Winkler,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.1009249533842178
3,8. Winkler,train,PSBPM-FD (predictiva bayesiana),1.0396268695215685
3,8. Winkler,test,FAR (IC del modelo AR),1.0108122888483133
3,8. Winkler,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.087212761773603
3,8. Winkler,test,PSBPM-FD (predictiva bayesiana),1.1014567526934826
3,9. Winkler max promedio,train,FAR (IC del modelo AR),1.077347973623446
3,9. Winkler max promedio,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0350841104114896
3,9. Winkler max promedio,train,PSBPM-FD (predictiva bayesiana),1.4371262621285705
3,9. Winkler max promedio,test,FAR (IC del modelo AR),1.140649384733329
3,9. Winkler max promedio,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0272484634801151
3,9. Winkler max promedio,test,PSBPM-FD (predictiva bayesiana),1.7507514790163181
3,10. Winkler max peor ventana,train,FAR (IC del modelo AR),1.139028893692766
3,10. Winkler max peor ventana,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0790173361932747
3,10. Winkler max peor ventana,train,PSBPM-FD (predictiva bayesiana),1.1185580994433837
3,10. Winkler max peor ventana,test,FAR (IC del modelo AR),1.16909079214045
3,10. Winkler max peor ventana,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.1299691084867995
3,10. Winkler max peor ventana,test,PSBPM-FD (predictiva bayesiana),1.3722912341243318
4,5. MPIW,train,FAR (IC del modelo AR),1.003283386335041
4,5. MPIW,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.1098243272831552
4,5. MPIW,train,PSBPM-FD (predictiva bayesiana),1.008787811979221
4,5. MPIW,test,FAR (IC del modelo AR),1.0037314330148734
4,5. MPIW,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.1103199530572971
4,5. MPIW,test,PSBPM-FD (predictiva bayesiana),1.0116378418642005
4,6. PICP puntual,train,FAR (IC del modelo AR),3.314639263288177
4,6. PICP puntual,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.6375789857616856
4,6. PICP puntual,train,PSBPM-FD (predictiva bayesiana),6.654831453588947
4,6. PICP puntual,test,FAR (IC del modelo AR),3.8709436998898896
4,6. PICP puntual,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",4.039797606519584
4,6. PICP puntual,test,PSBPM-FD (predictiva bayesiana),9.386768639528256
4,7. PICPB curva completa,train,FAR (IC del modelo AR),1.1563185869961021
4,7. PICPB curva completa,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0559076942857455
4,7. PICPB curva completa,train,PSBPM-FD (predictiva bayesiana),2.069584674235714
4,7. PICPB curva completa,test,FAR (IC del modelo AR),1.3053662517995945
4,7. PICPB curva completa,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0432648756849867
4,7. PICPB curva completa,test,PSBPM-FD (predictiva bayesiana),2.885931591044554
4,8. Winkler,train,FAR (IC del modelo AR),1.0679735062090645
4,8. Winkler,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.1095482555379612
4,8. Winkler,train,PSBPM-FD (predictiva bayesiana),1.0304441958679522
4,8. Winkler,test,FAR (IC del modelo AR),1.015081791093798
4,8. Winkler,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0915177134185612
4,8. Winkler,test,PSBPM-FD (predictiva bayesiana),1.08319546329183
4,9. Winkler max promedio,train,FAR (IC del modelo AR),1.0818460499407645
4,9. Winkler max promedio,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0393578079269714
4,9. Winkler max promedio,train,PSBPM-FD (predictiva bayesiana),1.3480318162414502
4,9. Winkler max promedio,test,FAR (IC del modelo AR),1.140439991197339
4,9. Winkler max promedio,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0271486136624548
4,9. Winkler max promedio,test,PSBPM-FD (predictiva bayesiana),1.618131029510649
4,10. Winkler max peor ventana,train,FAR (IC del modelo AR),1.1458490378551804
4,10. Winkler max peor ventana,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0849361566543756
4,10. Winkler max peor ventana,train,PSBPM-FD (predictiva bayesiana),1.1022503470275329
4,10. Winkler max peor ventana,test,FAR (IC del modelo AR),1.1820631192686375
4,10. Winkler max peor ventana,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.1418984222545039
4,10. Winkler max peor ventana,test,PSBPM-FD (predictiva bayesiana),1.3186952527128089
