w,metrica,columna,criterio,bloque,M,n_ventanas,pct_ventanas_ganadas
20,1. MAE  (L^1),mae_f,menor es mejor,train,1,677,0.3914327917282127
20,1. MAE  (L^1),mae_f,menor es mejor,train,2,677,0.28064992614475626
20,1. MAE  (L^1),mae_f,menor es mejor,train,3,677,0.17134416543574593
20,1. MAE  (L^1),mae_f,menor es mejor,train,4,677,0.15657311669128507
20,1. MAE  (L^1),mae_f,menor es mejor,test,1,281,0.4092526690391459
20,1. MAE  (L^1),mae_f,menor es mejor,test,2,281,0.3096085409252669
20,1. MAE  (L^1),mae_f,menor es mejor,test,3,281,0.099644128113879
20,1. MAE  (L^1),mae_f,menor es mejor,test,4,281,0.18149466192170818
20,2. RMSE (L^2),rmse_f,menor es mejor,train,1,677,0.3087149187592319
20,2. RMSE (L^2),rmse_f,menor es mejor,train,2,677,0.29542097488921715
20,2. RMSE (L^2),rmse_f,menor es mejor,train,3,677,0.1935007385524372
20,2. RMSE (L^2),rmse_f,menor es mejor,train,4,677,0.20236336779911374
20,2. RMSE (L^2),rmse_f,menor es mejor,test,1,281,0.302491103202847
20,2. RMSE (L^2),rmse_f,menor es mejor,test,2,281,0.298932384341637
20,2. RMSE (L^2),rmse_f,menor es mejor,test,3,281,0.21352313167259787
20,2. RMSE (L^2),rmse_f,menor es mejor,test,4,281,0.18505338078291814
20,3. E_max promedio por curva,linf_medio,menor es mejor,train,1,677,0.31166912850812406
20,3. E_max promedio por curva,linf_medio,menor es mejor,train,2,677,0.24963072378138848
20,3. E_max promedio por curva,linf_medio,menor es mejor,train,3,677,0.25258493353028066
20,3. E_max promedio por curva,linf_medio,menor es mejor,train,4,677,0.1861152141802068
20,3. E_max promedio por curva,linf_medio,menor es mejor,test,1,281,0.4234875444839858
20,3. E_max promedio por curva,linf_medio,menor es mejor,test,2,281,0.18505338078291814
20,3. E_max promedio por curva,linf_medio,menor es mejor,test,3,281,0.20284697508896798
20,3. E_max promedio por curva,linf_medio,menor es mejor,test,4,281,0.18861209964412812
20,4. E_max peor de la ventana,linf_max,menor es mejor,train,1,677,0.34268833087149186
20,4. E_max peor de la ventana,linf_max,menor es mejor,train,2,677,0.1240768094534712
20,4. E_max peor de la ventana,linf_max,menor es mejor,train,3,677,0.16248153618906944
20,4. E_max peor de la ventana,linf_max,menor es mejor,train,4,677,0.3707533234859675
20,4. E_max peor de la ventana,linf_max,menor es mejor,test,1,281,0.23843416370106763
20,4. E_max peor de la ventana,linf_max,menor es mejor,test,2,281,0.1387900355871886
20,4. E_max peor de la ventana,linf_max,menor es mejor,test,3,281,0.505338078291815
20,4. E_max peor de la ventana,linf_max,menor es mejor,test,4,281,0.11743772241992882
30,1. MAE  (L^1),mae_f,menor es mejor,train,1,667,0.3568215892053973
30,1. MAE  (L^1),mae_f,menor es mejor,train,2,667,0.32083958020989506
30,1. MAE  (L^1),mae_f,menor es mejor,train,3,667,0.16491754122938532
30,1. MAE  (L^1),mae_f,menor es mejor,train,4,667,0.15742128935532235
30,1. MAE  (L^1),mae_f,menor es mejor,test,1,271,0.45387453874538747
30,1. MAE  (L^1),mae_f,menor es mejor,test,2,271,0.2656826568265683
30,1. MAE  (L^1),mae_f,menor es mejor,test,3,271,0.09225092250922509
30,1. MAE  (L^1),mae_f,menor es mejor,test,4,271,0.1881918819188192
30,2. RMSE (L^2),rmse_f,menor es mejor,train,1,667,0.2893553223388306
30,2. RMSE (L^2),rmse_f,menor es mejor,train,2,667,0.29535232383808097
30,2. RMSE (L^2),rmse_f,menor es mejor,train,3,667,0.15742128935532235
30,2. RMSE (L^2),rmse_f,menor es mejor,train,4,667,0.25787106446776614
30,2. RMSE (L^2),rmse_f,menor es mejor,test,1,271,0.33948339483394835
30,2. RMSE (L^2),rmse_f,menor es mejor,test,2,271,0.3173431734317343
30,2. RMSE (L^2),rmse_f,menor es mejor,test,3,271,0.2029520295202952
30,2. RMSE (L^2),rmse_f,menor es mejor,test,4,271,0.14022140221402213
30,3. E_max promedio por curva,linf_medio,menor es mejor,train,1,667,0.33883058470764615
30,3. E_max promedio por curva,linf_medio,menor es mejor,train,2,667,0.22788605697151423
30,3. E_max promedio por curva,linf_medio,menor es mejor,train,3,667,0.2368815592203898
30,3. E_max promedio por curva,linf_medio,menor es mejor,train,4,667,0.19640179910044978
30,3. E_max promedio por curva,linf_medio,menor es mejor,test,1,271,0.3985239852398524
30,3. E_max promedio por curva,linf_medio,menor es mejor,test,2,271,0.2177121771217712
30,3. E_max promedio por curva,linf_medio,menor es mejor,test,3,271,0.19557195571955718
30,3. E_max promedio por curva,linf_medio,menor es mejor,test,4,271,0.1881918819188192
30,4. E_max peor de la ventana,linf_max,menor es mejor,train,1,667,0.31784107946026985
30,4. E_max peor de la ventana,linf_max,menor es mejor,train,2,667,0.1199400299850075
30,4. E_max peor de la ventana,linf_max,menor es mejor,train,3,667,0.12443778110944528
30,4. E_max peor de la ventana,linf_max,menor es mejor,train,4,667,0.43778110944527737
30,4. E_max peor de la ventana,linf_max,menor es mejor,test,1,271,0.16605166051660517
30,4. E_max peor de la ventana,linf_max,menor es mejor,test,2,271,0.16605166051660517
30,4. E_max peor de la ventana,linf_max,menor es mejor,test,3,271,0.6125461254612546
30,4. E_max peor de la ventana,linf_max,menor es mejor,test,4,271,0.055350553505535055
40,1. MAE  (L^1),mae_f,menor es mejor,train,1,657,0.3439878234398782
40,1. MAE  (L^1),mae_f,menor es mejor,train,2,657,0.319634703196347
40,1. MAE  (L^1),mae_f,menor es mejor,train,3,657,0.1719939117199391
40,1. MAE  (L^1),mae_f,menor es mejor,train,4,657,0.1643835616438356
40,1. MAE  (L^1),mae_f,menor es mejor,test,1,261,0.40229885057471265
40,1. MAE  (L^1),mae_f,menor es mejor,test,2,261,0.32567049808429116
40,1. MAE  (L^1),mae_f,menor es mejor,test,3,261,0.0842911877394636
40,1. MAE  (L^1),mae_f,menor es mejor,test,4,261,0.18773946360153257
40,2. RMSE (L^2),rmse_f,menor es mejor,train,1,657,0.2648401826484018
40,2. RMSE (L^2),rmse_f,menor es mejor,train,2,657,0.3242009132420091
40,2. RMSE (L^2),rmse_f,menor es mejor,train,3,657,0.1993911719939117
40,2. RMSE (L^2),rmse_f,menor es mejor,train,4,657,0.2115677321156773
40,2. RMSE (L^2),rmse_f,menor es mejor,test,1,261,0.34099616858237547
40,2. RMSE (L^2),rmse_f,menor es mejor,test,2,261,0.367816091954023
40,2. RMSE (L^2),rmse_f,menor es mejor,test,3,261,0.18007662835249041
40,2. RMSE (L^2),rmse_f,menor es mejor,test,4,261,0.1111111111111111
40,3. E_max promedio por curva,linf_medio,menor es mejor,train,1,657,0.3165905631659056
40,3. E_max promedio por curva,linf_medio,menor es mejor,train,2,657,0.2191780821917808
40,3. E_max promedio por curva,linf_medio,menor es mejor,train,3,657,0.2968036529680365
40,3. E_max promedio por curva,linf_medio,menor es mejor,train,4,657,0.167427701674277
40,3. E_max promedio por curva,linf_medio,menor es mejor,test,1,261,0.46360153256704983
40,3. E_max promedio por curva,linf_medio,menor es mejor,test,2,261,0.14942528735632185
40,3. E_max promedio por curva,linf_medio,menor es mejor,test,3,261,0.19540229885057472
