M,metrica,columna,banda,bloque,minimo,maximo,promedio
1,5. MPIW,mpiw,FAR (IC del modelo AR),test,4.396012327731862,4.396012327731862,4.396012327731862
1,5. MPIW,mpiw,FAR (IC del modelo AR),train,4.396012327731862,4.396012327731862,4.396012327731862
1,5. MPIW,mpiw,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,4.86434292397709,4.86434292397709,4.86434292397709
1,5. MPIW,mpiw,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,4.86434292397709,4.86434292397709,4.86434292397709
1,5. MPIW,mpiw,PSBPM-FD (predictiva bayesiana),test,3.2281621310975814,3.573752986431122,3.403782726284714
1,5. MPIW,mpiw,PSBPM-FD (predictiva bayesiana),train,3.1741676037311555,3.5540171774758234,3.374374297172531
1,6. PICP puntual,picp,FAR (IC del modelo AR),test,0.9057777777777778,0.9902222222222222,0.9445953259532596
1,6. PICP puntual,picp,FAR (IC del modelo AR),train,0.852,0.9928888888888889,0.9334772613693153
1,6. PICP puntual,picp,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,0.8888888888888888,0.9884444444444445,0.9446248462484625
1,6. PICP puntual,picp,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,0.8648888888888889,0.9911111111111112,0.9306839913376646
1,6. PICP puntual,picp,PSBPM-FD (predictiva bayesiana),test,0.6493333333333333,0.7275555555555555,0.6901090610906109
1,6. PICP puntual,picp,PSBPM-FD (predictiva bayesiana),train,0.6306666666666667,0.7257777777777777,0.6793063468265866
1,7. PICPB curva completa,picp_simultaneo,FAR (IC del modelo AR),test,0.26666666666666666,0.9333333333333333,0.5327183271832718
1,7. PICPB curva completa,picp_simultaneo,FAR (IC del modelo AR),train,0.26666666666666666,0.9333333333333333,0.5767616191904048
1,7. PICPB curva completa,picp_simultaneo,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,0.3,0.9666666666666667,0.6044280442804428
1,7. PICPB curva completa,picp_simultaneo,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,0.4,0.9333333333333333,0.6129935032483759
1,7. PICPB curva completa,picp_simultaneo,PSBPM-FD (predictiva bayesiana),test,0.0,0.0,0.0
1,7. PICPB curva completa,picp_simultaneo,PSBPM-FD (predictiva bayesiana),train,0.0,0.0,0.0
1,8. Winkler,winkler,FAR (IC del modelo AR),test,4.603093638098479,6.893829885397662,5.650793076144036
1,8. Winkler,winkler,FAR (IC del modelo AR),train,4.551241491003162,9.232741408593062,6.215357231043646
1,8. Winkler,winkler,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,4.9465262142940345,7.454403225828715,6.076588949977735
1,8. Winkler,winkler,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,4.997134943834457,8.248715657759906,6.412173038058029
1,8. Winkler,winkler,PSBPM-FD (predictiva bayesiana),test,7.347812887452761,11.175594785576106,9.2872259441953
1,8. Winkler,winkler,PSBPM-FD (predictiva bayesiana),train,6.4473557988874655,10.92068046111758,9.042355139957998
1,9. Winkler max promedio,winkler_max_medio,FAR (IC del modelo AR),test,7.594934367067039,26.59057491032913,18.925565741045038
1,9. Winkler max promedio,winkler_max_medio,FAR (IC del modelo AR),train,9.256830402760787,33.489394342519645,20.593065314436984
1,9. Winkler max promedio,winkler_max_medio,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,7.8401168574241735,28.096487619108107,17.542925330862897
1,9. Winkler max promedio,winkler_max_medio,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,8.673183926941645,33.42147023814708,19.77401880844791
1,9. Winkler max promedio,winkler_max_medio,PSBPM-FD (predictiva bayesiana),test,35.51553178710857,66.04566680209489,51.15883723969882
1,9. Winkler max promedio,winkler_max_medio,PSBPM-FD (predictiva bayesiana),train,34.2277516711623,62.70328395062482,50.162837269038626
1,10. Winkler max peor ventana,winkler_max_glob,FAR (IC del modelo AR),test,38.70011009105284,126.40976733840495,80.95814168798054
1,10. Winkler max peor ventana,winkler_max_glob,FAR (IC del modelo AR),train,39.4602431740865,137.1201434792034,92.26478009861034
1,10. Winkler max peor ventana,winkler_max_glob,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,31.02943464849401,106.02549749904095,75.59050320436374
1,10. Winkler max peor ventana,winkler_max_glob,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,33.77912946463618,127.23137613025017,87.4307242308888
1,10. Winkler max peor ventana,winkler_max_glob,PSBPM-FD (predictiva bayesiana),test,61.9089878320906,112.56053458005863,101.33012634734102
1,10. Winkler max peor ventana,winkler_max_glob,PSBPM-FD (predictiva bayesiana),train,66.2640341196134,140.8088781402454,105.14518218837718
2,5. MPIW,mpiw,FAR (IC del modelo AR),test,4.396012327731862,4.396012327731862,4.396012327731862
2,5. MPIW,mpiw,FAR (IC del modelo AR),train,4.396012327731862,4.396012327731862,4.396012327731862
2,5. MPIW,mpiw,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,4.862915397856169,4.862915397856169,4.862915397856169
