M,metrica,bloque,modelo,razon_vs_mejor,razon_vs_FAR
1,1. MAE  (L^1),train,FAR,1.188030270596431,1.0
1,1. MAE  (L^1),train,RF,1.1309919595956812,0.9532894018496222
1,1. MAE  (L^1),train,GBT,1.0,0.844548159174666
1,1. MAE  (L^1),train,PSBPM-FD,1.3420170897686703,1.1310550406619984
1,1. MAE  (L^1),test,FAR,1.0280062540972443,1.0
1,1. MAE  (L^1),test,RF,1.0214063290725648,0.9948466067703208
1,1. MAE  (L^1),test,GBT,1.0476008279602989,1.0207897962232217
1,1. MAE  (L^1),test,PSBPM-FD,1.1302491334356708,1.1006875009180712
1,2. RMSE (L^2),train,FAR,1.2020318429008965,1.0
1,2. RMSE (L^2),train,RF,1.134244399495375,0.9455348083339086
1,2. RMSE (L^2),train,GBT,1.0,0.8359325413589005
1,2. RMSE (L^2),train,PSBPM-FD,1.3286810007340584,1.1079128911930973
1,2. RMSE (L^2),test,FAR,1.0249782749762275,1.0
1,2. RMSE (L^2),test,RF,1.0236535263446056,0.9997094823968632
1,2. RMSE (L^2),test,GBT,1.0419896396412114,1.01809864725699
1,2. RMSE (L^2),test,PSBPM-FD,1.11497943086104,1.088579302390667
1,3. E_max promedio por curva,train,FAR,1.1147414297052096,1.0
1,3. E_max promedio por curva,train,RF,1.072028480331654,0.9620702511241321
1,3. E_max promedio por curva,train,GBT,1.0,0.8978353807347283
1,3. E_max promedio por curva,train,PSBPM-FD,1.1775098420998735,1.0566699014160739
1,3. E_max promedio por curva,test,FAR,1.018733494788944,1.0
1,3. E_max promedio por curva,test,RF,1.0168752887478185,0.9988131879394223
1,3. E_max promedio por curva,test,GBT,1.0305109833634654,1.0124966286114117
1,3. E_max promedio por curva,test,PSBPM-FD,1.0763558385554188,1.0570124972682273
1,4. E_max peor de la ventana,train,FAR,1.1395845199214485,1.0
1,4. E_max peor de la ventana,train,RF,1.0819076530067875,0.9525891041897875
1,4. E_max peor de la ventana,train,GBT,1.0099332149834865,0.8939457834920629
1,4. E_max peor de la ventana,train,PSBPM-FD,1.1601250533968923,1.0198816387753384
1,4. E_max peor de la ventana,test,FAR,1.0565165259362173,1.0
1,4. E_max peor de la ventana,test,RF,1.0397382352834768,0.9863978468440493
1,4. E_max peor de la ventana,test,GBT,1.0390140605312284,0.9866665017056323
1,4. E_max peor de la ventana,test,PSBPM-FD,1.070906514922346,1.0148486473479028
2,1. MAE  (L^1),train,FAR,1.399650557980687,1.0
2,1. MAE  (L^1),train,RF,1.2591794963907494,0.9003548516539812
2,1. MAE  (L^1),train,GBT,1.0,0.7174944164124238
2,1. MAE  (L^1),train,PSBPM-FD,1.581404271016624,1.1308389021331537
