M,experiment_id,p_covariables,n_variables_diag,rhat_max,ess_min,geweke_max,n_no_converge,converge,ocupacion_media,ocupacion_max,N_trunc,toca_truncamiento,pip_sd_max,contrato_ok,pip_media_activas
1,escenario_102_2_r01_m01,4,8,1.1505417481867384,161.63318659676716,2.3557280020358418,2,False,7.771,23,30,False,0.027223611075682063,True,0.2844375
2,escenario_102_2_r01_m02,4,16,1.3096659853633863,13.034277300164169,9.280748839320827,5,False,8.377125,30,30,True,,True,0.26512500000000006
3,escenario_102_2_r01_m03,4,24,1.3096659853633863,13.034277300164169,9.280748839320827,6,False,9.197416666666667,30,30,True,,True,0.19152083333333336
4,escenario_102_2_r01_m04,4,32,1.3096659853633863,7.725141312761285,9.280748839320827,11,False,9.6438125,30,30,True,,True,0.1720625
