metrica,bloque,columna,minimo,maximo,promedio
1. MAE  (L^1),train,mae_f,0.6966003421098536,0.9681333672251478,0.8171091425091644
1. MAE  (L^1),test,mae_f,0.7618675225325872,0.9817039267295339,0.8506622389323311
2. RMSE (L^2),train,rmse_f,0.8817609337615016,1.1829620972067245,1.0232029626577916
2. RMSE (L^2),test,rmse_f,0.963461763592681,1.2128643672236599,1.0554278587437835
3. E_max promedio por curva,train,linf_medio,1.7141324647727694,2.2871113899225377,1.9657917423706042
3. E_max promedio por curva,test,linf_medio,1.8181106956361117,2.267656902510569,2.015722017248736
4. E_max peor de la ventana,train,linf_max,2.3819380371367456,4.040354467787294,3.1208172389188653
4. E_max peor de la ventana,test,linf_max,2.56686823871159,4.009499825968223,3.1278513300615463
5. MPIW,train,mpiw,2.4892830608537753,2.570779259082573,2.522975027069931
5. MPIW,test,mpiw,2.502822791805756,2.57779716417439,2.525950646950175
6. PICP puntual,train,picp,0.6573333333333333,0.842,0.7610864197530864
6. PICP puntual,test,picp,0.6686666666666666,0.806,0.7488989441930618
7. PICPB curva completa,train,picp_simultaneo,0.0,0.15,0.03453703703703703
7. PICPB curva completa,test,picp_simultaneo,0.0,0.05,0.018099547511312215
8. Winkler,train,winkler,5.192075361185182,10.002400622715664,7.510331173065842
8. Winkler,test,winkler,6.047200703022582,10.481809294899524,7.933672012045905
9. Winkler max promedio,train,winkler_max_medio,28.77520657340427,51.37492114312922,39.292267500620156
9. Winkler max promedio,test,winkler_max_medio,32.38430001371965,51.580590760666475,42.03273085430149
10. Winkler max peor ventana,train,winkler_max_glob,57.04606771564322,124.44414279299647,87.59170421216655
10. Winkler max peor ventana,test,winkler_max_glob,69.22366464264537,141.7743190903804,91.55015343423227
