grupo,t,banda,rmse_f_PSBPM,mpiw,picp_puntual,I_t_simultaneo
mejores,799,FAR (IC del modelo AR),0.49786554244977976,4.024217695313412,1.0,1.0
mejores,799,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.49786554244977976,4.03826038168441,1.0,1.0
mejores,799,PSBPM-FD (predictiva bayesiana),0.49786554244977976,2.5067568376660345,0.9066666666666666,0.0
mejores,786,FAR (IC del modelo AR),0.4994601742904719,4.024217695313412,1.0,1.0
mejores,786,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.4994601742904719,4.03826038168441,1.0,1.0
mejores,786,PSBPM-FD (predictiva bayesiana),0.4994601742904719,2.548025871713956,0.96,0.0
mejores,684,FAR (IC del modelo AR),0.5360843207324362,4.024217695313412,1.0,1.0
mejores,684,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.5360843207324362,4.03826038168441,1.0,1.0
mejores,684,PSBPM-FD (predictiva bayesiana),0.5360843207324362,2.5448045847471805,1.0,1.0
mejores,680,FAR (IC del modelo AR),0.5383952702107905,4.024217695313412,1.0,1.0
mejores,680,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.5383952702107905,4.03826038168441,1.0,1.0
mejores,680,PSBPM-FD (predictiva bayesiana),0.5383952702107905,2.463777297139168,0.92,0.0
mejores,757,FAR (IC del modelo AR),0.5415382976514324,4.024217695313412,1.0,1.0
mejores,757,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.5415382976514324,4.03826038168441,1.0,1.0
mejores,757,PSBPM-FD (predictiva bayesiana),0.5415382976514324,2.48378520892933,1.0,1.0
peores,652,FAR (IC del modelo AR),1.844716024821217,4.024217695313412,0.6133333333333333,0.0
peores,652,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.844716024821217,4.03826038168441,0.6,0.0
peores,652,PSBPM-FD (predictiva bayesiana),1.844716024821217,2.5174972677230834,0.41333333333333333,0.0
peores,650,FAR (IC del modelo AR),1.8060715673165064,4.024217695313412,0.6133333333333333,0.0
peores,650,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.8060715673165064,4.03826038168441,0.5733333333333334,0.0
peores,650,PSBPM-FD (predictiva bayesiana),1.8060715673165064,2.419897491534551,0.28,0.0
peores,787,FAR (IC del modelo AR),1.7951207229327566,4.024217695313412,0.6666666666666666,0.0
peores,787,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.7951207229327566,4.03826038168441,0.64,0.0
peores,787,PSBPM-FD (predictiva bayesiana),1.7951207229327566,2.5187861915429433,0.4,0.0
peores,762,FAR (IC del modelo AR),1.787689493049857,4.024217695313412,0.6666666666666666,0.0
peores,762,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.787689493049857,4.03826038168441,0.6666666666666666,0.0
peores,762,PSBPM-FD (predictiva bayesiana),1.787689493049857,2.5926905417442323,0.41333333333333333,0.0
peores,661,FAR (IC del modelo AR),1.6517460949688632,4.024217695313412,0.72,0.0
peores,661,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.6517460949688632,4.03826038168441,0.6933333333333334,0.0
peores,661,PSBPM-FD (predictiva bayesiana),1.6517460949688632,2.537149047839145,0.4666666666666667,0.0
