M,metrica,columna,bloque,modelo,pct_ventanas_ganadas,n_ventanas
1,1. MAE  (L^1),mae_f,train,FAR,0.057352941176470586,680
1,1. MAE  (L^1),mae_f,train,RF,0.5220588235294118,680
1,1. MAE  (L^1),mae_f,train,GBT,0.41911764705882354,680
1,1. MAE  (L^1),mae_f,train,PSBPM-FD,0.0014705882352941176,680
1,1. MAE  (L^1),mae_f,test,FAR,0.35231316725978645,281
1,1. MAE  (L^1),mae_f,test,RF,0.0498220640569395,281
1,1. MAE  (L^1),mae_f,test,GBT,0.09608540925266904,281
1,1. MAE  (L^1),mae_f,test,PSBPM-FD,0.501779359430605,281
1,2. RMSE (L^2),rmse_f,train,FAR,0.057352941176470586,680
1,2. RMSE (L^2),rmse_f,train,RF,0.5794117647058824,680
1,2. RMSE (L^2),rmse_f,train,GBT,0.36176470588235293,680
1,2. RMSE (L^2),rmse_f,train,PSBPM-FD,0.0014705882352941176,680
1,2. RMSE (L^2),rmse_f,test,FAR,0.3736654804270463,281
1,2. RMSE (L^2),rmse_f,test,RF,0.046263345195729534,281
1,2. RMSE (L^2),rmse_f,test,GBT,0.05693950177935943,281
1,2. RMSE (L^2),rmse_f,test,PSBPM-FD,0.5231316725978647,281
1,3. E_max promedio por curva,linf_medio,train,FAR,0.06911764705882353,680
1,3. E_max promedio por curva,linf_medio,train,RF,0.4823529411764706,680
1,3. E_max promedio por curva,linf_medio,train,GBT,0.3911764705882353,680
1,3. E_max promedio por curva,linf_medio,train,PSBPM-FD,0.057352941176470586,680
1,3. E_max promedio por curva,linf_medio,test,FAR,0.2846975088967972,281
1,3. E_max promedio por curva,linf_medio,test,RF,0.11743772241992882,281
1,3. E_max promedio por curva,linf_medio,test,GBT,0.1103202846975089,281
1,3. E_max promedio por curva,linf_medio,test,PSBPM-FD,0.4875444839857651,281
1,4. E_max peor de la ventana,linf_max,train,FAR,0.17205882352941176,680
1,4. E_max peor de la ventana,linf_max,train,RF,0.39558823529411763,680
1,4. E_max peor de la ventana,linf_max,train,GBT,0.2897058823529412,680
1,4. E_max peor de la ventana,linf_max,train,PSBPM-FD,0.1426470588235294,680
1,4. E_max peor de la ventana,linf_max,test,FAR,0.1708185053380783,281
1,4. E_max peor de la ventana,linf_max,test,RF,0.24555160142348753,281
1,4. E_max peor de la ventana,linf_max,test,GBT,0.17793594306049823,281
1,4. E_max peor de la ventana,linf_max,test,PSBPM-FD,0.40569395017793597,281
2,1. MAE  (L^1),mae_f,train,FAR,0.0,680
2,1. MAE  (L^1),mae_f,train,RF,0.0,680
2,1. MAE  (L^1),mae_f,train,GBT,1.0,680
2,1. MAE  (L^1),mae_f,train,PSBPM-FD,0.0,680
2,1. MAE  (L^1),mae_f,test,FAR,0.3274021352313167,281
2,1. MAE  (L^1),mae_f,test,RF,0.21708185053380782,281
2,1. MAE  (L^1),mae_f,test,GBT,0.0,281
2,1. MAE  (L^1),mae_f,test,PSBPM-FD,0.4555160142348754,281
2,2. RMSE (L^2),rmse_f,train,FAR,0.0,680
2,2. RMSE (L^2),rmse_f,train,RF,0.0,680
2,2. RMSE (L^2),rmse_f,train,GBT,1.0,680
2,2. RMSE (L^2),rmse_f,train,PSBPM-FD,0.0,680
2,2. RMSE (L^2),rmse_f,test,FAR,0.35587188612099646,281
2,2. RMSE (L^2),rmse_f,test,RF,0.19572953736654805,281
2,2. RMSE (L^2),rmse_f,test,GBT,0.0071174377224199285,281
2,2. RMSE (L^2),rmse_f,test,PSBPM-FD,0.4412811387900356,281
2,3. E_max promedio por curva,linf_medio,train,FAR,0.0,680
2,3. E_max promedio por curva,linf_medio,train,RF,0.0029411764705882353,680
