bloque,M,p_covariables,var_explicada,RMSE_scores,R2_scores,CRPS,Cob_scores,Ancho_scores,PIT_ks_max,MISE,MISE_truncamiento,razon_MISE_piso,RMSE_f,energy,Cob_puntual,ancho_funcional
test,1,1,0.8297967629865586,0.773138756001877,0.34853823396339356,0.4355326423426263,0.9375,3.02150229477634,0.03468333333333329,0.9510849495898542,0.22856145979686066,4.161178137535319,0.9752358430604642,6.314428857328742,0.8959583333333333,3.29217213795245
test,2,2,0.976881230074925,0.8479371212176983,0.20113682345399442,0.4793485926870873,0.94375,3.3953470628382645,0.0328666666666666,0.9483419234290764,0.03499052264613479,27.102822470525016,0.9738284876861409,6.048356871219762,0.9420416666666667,3.7183357301244944
test,3,3,0.9978826910130935,0.894179088003081,0.13618017198363583,0.5058538696329892,0.9486111111111111,3.5776554731368218,0.04623333333333335,0.939782183886171,0.005753687288032787,163.33563797268636,0.9694236348914601,6.016751643799531,0.948625,3.8245821457719145
train,1,1,0.8297967629865586,0.7651321247375373,0.41539925950859513,0.4328659773940856,0.9463327370304114,3.021373062129241,0.028908318425760277,0.9676232081207489,0.2513330419264938,3.8499641778248366,0.983678406859045,6.4011760270243885,0.889051878354204,3.284429484071919
train,2,2,0.976881230074925,0.8591310223141525,0.2542569530041167,0.4860891682355145,0.9552772808586762,3.3985812228369823,0.03040465116279073,0.9484822089708979,0.035136338963645194,26.994337968798394,0.9739005128712572,6.088426753594291,0.9394096601073345,3.7378162443289837
train,3,3,0.9978826910130935,0.9057912323238257,0.16974566406215694,0.5126729191507142,0.9522957662492546,3.582941456066559,0.03216887298747764,0.9535786505021919,0.005493886059377701,173.5708822854992,0.9765135178287047,6.09005506919695,0.9440429338103756,3.8171674140105054
