M,metrica,columna,banda,bloque,minimo,maximo,promedio
1,5. MPIW,mpiw,FAR (IC del modelo AR),test,4.13521455555586,4.135214555555861,4.135214555555861
1,5. MPIW,mpiw,FAR (IC del modelo AR),train,4.135214555555861,4.135214555555861,4.135214555555861
1,5. MPIW,mpiw,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,4.140815663952243,4.140815663952243,4.140815663952243
1,5. MPIW,mpiw,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,4.140815663952243,4.140815663952243,4.140815663952243
1,5. MPIW,mpiw,PSBPM-FD (predictiva bayesiana),test,1.7604580310648694,1.8180502889112105,1.7886422986616741
1,5. MPIW,mpiw,PSBPM-FD (predictiva bayesiana),train,1.7482401872824411,1.826489519652377,1.791542469326927
1,6. PICP puntual,picp,FAR (IC del modelo AR),test,0.8693333333333333,0.974,0.9432811387900356
1,6. PICP puntual,picp,FAR (IC del modelo AR),train,0.9073333333333333,0.9893333333333333,0.9502833333333334
1,6. PICP puntual,picp,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,0.8626666666666667,0.974,0.9429584816132859
1,6. PICP puntual,picp,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,0.9066666666666666,0.9913333333333333,0.9502274509803922
1,6. PICP puntual,picp,PSBPM-FD (predictiva bayesiana),test,0.476,0.6486666666666666,0.5656109134045078
1,6. PICP puntual,picp,PSBPM-FD (predictiva bayesiana),train,0.47533333333333333,0.6906666666666667,0.5889617647058824
1,7. PICPB curva completa,picp_simultaneo,FAR (IC del modelo AR),test,0.25,0.75,0.5119217081850533
1,7. PICPB curva completa,picp_simultaneo,FAR (IC del modelo AR),train,0.35,0.8,0.5644117647058824
1,7. PICPB curva completa,picp_simultaneo,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,0.25,0.7,0.5026690391459074
1,7. PICPB curva completa,picp_simultaneo,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,0.25,0.85,0.5629411764705883
1,7. PICPB curva completa,picp_simultaneo,PSBPM-FD (predictiva bayesiana),test,0.0,0.0,0.0
1,7. PICPB curva completa,picp_simultaneo,PSBPM-FD (predictiva bayesiana),train,0.0,0.05,0.0014705882352941176
1,8. Winkler,winkler,FAR (IC del modelo AR),test,4.416144237680222,6.954446373193925,5.00831972062788
1,8. Winkler,winkler,FAR (IC del modelo AR),train,4.234709044468472,6.4722603367684215,4.903719963726202
1,8. Winkler,winkler,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,4.40883951176113,6.967195322448016,4.9905784656128445
1,8. Winkler,winkler,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,4.2461632551880175,6.49736812659418,4.906907991209707
1,8. Winkler,winkler,PSBPM-FD (predictiva bayesiana),test,9.327469006189123,19.07090148809932,12.969360033407115
1,8. Winkler,winkler,PSBPM-FD (predictiva bayesiana),train,8.011868977161722,16.31084801026494,12.107388163440953
1,9. Winkler max promedio,winkler_max_medio,FAR (IC del modelo AR),test,8.538571583009631,23.34553096779647,13.004646430582495
1,9. Winkler max promedio,winkler_max_medio,FAR (IC del modelo AR),train,6.496364811586861,22.12110348131605,12.676367786154849
1,9. Winkler max promedio,winkler_max_medio,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,8.356222979832996,22.94586942078316,12.818358139504836
1,9. Winkler max promedio,winkler_max_medio,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,6.47755284435943,22.282834173662575,12.640194265653431
1,9. Winkler max promedio,winkler_max_medio,PSBPM-FD (predictiva bayesiana),test,44.159977531965616,65.9963603525724,55.58927184310956
1,9. Winkler max promedio,winkler_max_medio,PSBPM-FD (predictiva bayesiana),train,42.22827558169111,66.42258198225157,53.82103709134917
1,10. Winkler max peor ventana,winkler_max_glob,FAR (IC del modelo AR),test,24.690389530451576,78.86941995196337,49.1419106374381
1,10. Winkler max peor ventana,winkler_max_glob,FAR (IC del modelo AR),train,16.83508468581897,94.24484752321965,50.784912069602484
1,10. Winkler max peor ventana,winkler_max_glob,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,22.655484608128457,79.61673692655697,48.4640813668782
1,10. Winkler max peor ventana,winkler_max_glob,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,16.94484107722009,93.80542780930224,50.779545612233704
1,10. Winkler max peor ventana,winkler_max_glob,PSBPM-FD (predictiva bayesiana),test,73.93192395598875,143.52253323888544,100.80033385757686
1,10. Winkler max peor ventana,winkler_max_glob,PSBPM-FD (predictiva bayesiana),train,74.22664350794277,146.5641514233915,105.41770620586017
2,5. MPIW,mpiw,FAR (IC del modelo AR),test,4.00628929948929,4.00628929948929,4.00628929948929
2,5. MPIW,mpiw,FAR (IC del modelo AR),train,4.00628929948929,4.00628929948929,4.00628929948929
2,5. MPIW,mpiw,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,4.018585597618523,4.018585597618523,4.018585597618523
2,5. MPIW,mpiw,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,4.018585597618523,4.018585597618523,4.018585597618523
2,5. MPIW,mpiw,PSBPM-FD (predictiva bayesiana),test,2.516085789491386,2.658481995986406,2.5628623854689723
2,5. MPIW,mpiw,PSBPM-FD (predictiva bayesiana),train,2.5084315798066092,2.659844451305932,2.5693621898244476
2,6. PICP puntual,picp,FAR (IC del modelo AR),test,0.8866666666666667,0.9686666666666667,0.941814946619217
2,6. PICP puntual,picp,FAR (IC del modelo AR),train,0.9046666666666666,0.9873333333333333,0.9517715686274509
2,6. PICP puntual,picp,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,0.8853333333333333,0.9713333333333334,0.9423036773428232
2,6. PICP puntual,picp,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,0.9033333333333333,0.9866666666666667,0.9518519607843137
2,6. PICP puntual,picp,PSBPM-FD (predictiva bayesiana),test,0.6766666666666666,0.8153333333333334,0.7573262158956109
2,6. PICP puntual,picp,PSBPM-FD (predictiva bayesiana),train,0.6846666666666666,0.8506666666666667,0.774214705882353
2,7. PICPB curva completa,picp_simultaneo,FAR (IC del modelo AR),test,0.25,0.75,0.5259786476868328
2,7. PICPB curva completa,picp_simultaneo,FAR (IC del modelo AR),train,0.3,0.8,0.5579411764705882
2,7. PICPB curva completa,picp_simultaneo,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,0.2,0.75,0.5153024911032029
2,7. PICPB curva completa,picp_simultaneo,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,0.3,0.8,0.566764705882353
2,7. PICPB curva completa,picp_simultaneo,PSBPM-FD (predictiva bayesiana),test,0.0,0.1,0.02402135231316726
2,7. PICPB curva completa,picp_simultaneo,PSBPM-FD (predictiva bayesiana),train,0.0,0.25,0.041029411764705884
2,8. Winkler,winkler,FAR (IC del modelo AR),test,4.324236410387229,5.481250030834367,4.819174525521871
2,8. Winkler,winkler,FAR (IC del modelo AR),train,4.132878395491359,6.043313281549546,4.7258689389004775
2,8. Winkler,winkler,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,4.331451581564611,5.751012748427356,4.830092461353017
2,8. Winkler,winkler,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,4.150451093148393,6.1357868447342225,4.736547480892626
2,8. Winkler,winkler,PSBPM-FD (predictiva bayesiana),test,6.054438127246952,9.88931328928108,7.688128672428105
2,8. Winkler,winkler,PSBPM-FD (predictiva bayesiana),train,5.0964305215512535,9.320009929364478,7.176801202174176
2,9. Winkler max promedio,winkler_max_medio,FAR (IC del modelo AR),test,8.114655294301349,17.804314881630734,12.855391400107507
2,9. Winkler max promedio,winkler_max_medio,FAR (IC del modelo AR),train,7.001170898871118,20.054024033145474,12.121612998574713
2,9. Winkler max promedio,winkler_max_medio,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,8.421971768774764,18.00938204557508,12.72763141498434
2,9. Winkler max promedio,winkler_max_medio,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,6.6429339407103996,20.164320127186286,12.069459979413946
2,9. Winkler max promedio,winkler_max_medio,PSBPM-FD (predictiva bayesiana),test,33.32032659262114,50.308562382049736,41.35834664185372
2,9. Winkler max promedio,winkler_max_medio,PSBPM-FD (predictiva bayesiana),train,28.07122622784322,51.79921468184178,38.914909178816345
2,10. Winkler max peor ventana,winkler_max_glob,FAR (IC del modelo AR),test,23.90093601288578,81.5916455133579,48.17276727358744
2,10. Winkler max peor ventana,winkler_max_glob,FAR (IC del modelo AR),train,21.88617267861171,80.30943820319159,48.297910089050106
2,10. Winkler max peor ventana,winkler_max_glob,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,24.775170684423856,82.95705839581589,47.85621191539664
2,10. Winkler max peor ventana,winkler_max_glob,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,21.500698936860815,79.94738497101177,47.83027406564428
2,10. Winkler max peor ventana,winkler_max_glob,PSBPM-FD (predictiva bayesiana),test,62.233250969616535,138.5484975585914,89.2863520453532
2,10. Winkler max peor ventana,winkler_max_glob,PSBPM-FD (predictiva bayesiana),train,55.267277368704974,119.4777505959893,87.29957489285782
3,5. MPIW,mpiw,FAR (IC del modelo AR),test,3.936693952827381,3.9366939528273823,3.9366939528273814
3,5. MPIW,mpiw,FAR (IC del modelo AR),train,3.936693952827381,3.9366939528273823,3.9366939528273814
3,5. MPIW,mpiw,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,3.9501729731709525,3.950172973170953,3.9501729731709534
3,5. MPIW,mpiw,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,3.9501729731709525,3.950172973170953,3.950172973170953
3,5. MPIW,mpiw,PSBPM-FD (predictiva bayesiana),test,3.0185549171435024,3.1175714422293628,3.053844554063071
3,5. MPIW,mpiw,PSBPM-FD (predictiva bayesiana),train,3.0011244303700706,3.125083507434077,3.0610410138179627
3,6. PICP puntual,picp,FAR (IC del modelo AR),test,0.8946666666666667,0.968,0.9426903914590747
3,6. PICP puntual,picp,FAR (IC del modelo AR),train,0.9113333333333333,0.9873333333333333,0.9514764705882354
