M,covariable,componente,pip
1,fpc_1_lag1,FPC 1,1.0
2,fpc_1_lag1,FPC 1,1.0
2,fpc_1_lag1,FPC 2,0.03125
2,fpc_2_lag1,FPC 1,0.014999999999999958
2,fpc_2_lag1,FPC 2,1.0
3,fpc_1_lag1,FPC 1,1.0
3,fpc_1_lag1,FPC 2,0.014249999999999985
3,fpc_1_lag1,FPC 3,0.09249999999999997
3,fpc_2_lag1,FPC 1,0.012749999999999984
3,fpc_2_lag1,FPC 2,1.0
3,fpc_2_lag1,FPC 3,0.03025
3,fpc_3_lag1,FPC 1,0.05299999999999999
3,fpc_3_lag1,FPC 2,0.021499999999999964
3,fpc_3_lag1,FPC 3,0.42775
