-8.379525421166548194e-01,-1.377317586541982664e+00,2.000024074590009082e+00
-8.549266577200659301e-01,-1.381592493288685164e+00,1.888602364869832684e+00
-8.711701830265494717e-01,-1.383078047050088522e+00,1.775956142358167122e+00
-8.866831180361055553e-01,-1.381774247826192292e+00,1.662085407055011288e+00
-9.014654627487338479e-01,-1.377681095616996698e+00,1.546990158960365624e+00
-9.155172171644345713e-01,-1.370798590422501517e+00,1.430670398074229466e+00
-9.288383812832078368e-01,-1.361126732242706971e+00,1.313126124396603478e+00
-9.414289551050533111e-01,-1.348665521077612617e+00,1.194357337927487217e+00
-9.532889386299713275e-01,-1.333414956927219119e+00,1.074364038666881571e+00
-9.644183318579616637e-01,-1.315375039791526035e+00,9.531462266147853191e-01
-9.748171347890244309e-01,-1.294545769670533364e+00,8.307039017711992379e-01
-9.844853474231595181e-01,-1.270927146564241106e+00,7.070370641361232167e-01
-9.934229697603670362e-01,-1.244519170472649483e+00,5.821457137095569223e-01
-1.001687757621120500e+00,-1.215397949465449434e+00,4.572401828833484450e-01
-1.009467417421958890e+00,-1.183810834769136289e+00,3.362540519310022735e-01
-1.016776388118000529e+00,-1.149776853401133447e+00,2.194899039504804306e-01
-1.023614669709245861e+00,-1.113296005361440244e+00,1.069477389417829299e-01
-1.029982262195694220e+00,-1.074368290650057345e+00,-1.372443095090316147e-03
-1.035879165577345828e+00,-1.032993709266984084e+00,-1.054706421601392663e-01
-1.041305379854201130e+00,-9.891722612122207936e-01,-2.053468582533640452e-01
-1.046260905026259458e+00,-9.429039464857675856e-01,-3.010010913747641625e-01
-1.050745741093521257e+00,-8.941887650876241267e-01,-3.924333415243399514e-01
-1.054759888055986528e+00,-8.430267170177908609e-01,-4.796436087020919392e-01
-1.058303345913655047e+00,-7.894178022762672331e-01,-5.626318929080194042e-01
-1.061376114666527037e+00,-7.333620208630537984e-01,-6.413981941421222910e-01
-1.063991776238239817e+00,-6.749813751042116339e-01,-7.158280120127287205e-01
-1.066326895636082517e+00,-6.158618952385369605e-01,-7.844328414280989925e-01
-1.068435800554605297e+00,-5.564915905702750853e-01,-8.467546808215439258e-01
-1.070318490993807936e+00,-4.968704610994261750e-01,-9.027935301930627432e-01
-1.071974966953691100e+00,-4.369985068259901739e-01,-9.525493895426562219e-01
-1.073405228434254122e+00,-3.768757277499666936e-01,-9.960222588703244728e-01
-1.074609275435497446e+00,-3.165021238713560670e-01,-1.033212138176067052e+00
-1.075587107957420852e+00,-2.558776951901584051e-01,-1.064119027459883959e+00
-1.076338726000024337e+00,-1.950024417063736248e-01,-1.088742926721775639e+00
-1.076864129563308126e+00,-1.338763634200014485e-01,-1.107083835961741869e+00
-1.077163318647271995e+00,-7.249946033104200105e-02,-1.119141755179782205e+00
-1.077236293251915944e+00,-1.087173243949565195e-02,-1.124916684375897313e+00
