-3.298340933367737704e-01,1.571057920116099016e-01
4.816141671874832331e-01,-1.039550473215777732e-01
1.218129340926625559e-01,-8.492030512353412885e-02
1.167689263762719393e-01,-3.365749811886379894e-01
-3.044872576873203576e-02,1.378483810331654347e-01
-5.134126744085369953e-01,-1.163658891156817976e-01
-7.711854836123747114e-01,1.868601127649252569e-01
1.145379771195340624e+00,-1.960391818446214351e-01
1.649723226021416675e-02,-1.761285727625003517e-01
-9.051395451051508223e-02,-4.458309117744476552e-02
-2.710506197616590826e-02,2.297458057763426473e-02
1.339816833446164090e-01,3.191771893314547248e-01
-2.254355570162416833e-01,3.286214647074653383e-01
6.137947661189899762e-01,-2.256224871882163696e-01
7.678589997565583858e-02,1.294146786726178833e-01
-2.617334228241119387e-01,4.864962343684305912e-01
-1.045585593563133742e+00,-1.833863202364212353e-02
-3.098236457980282355e-01,4.766742331604953420e-01
6.229819961147630147e-01,2.757315195554314036e-01
2.568337839498510133e-01,-5.478429704978968195e-02
-3.355260290929160116e-01,1.147735656512868518e-01
-2.685102333087687199e-01,1.526219386479913398e-01
4.944883811080502678e-01,-5.749021889112806982e-02
2.330690423283863777e-01,7.279510937325750497e-02
1.593087855170856049e-01,-3.994743930367167795e-01
-4.559346161311981782e-01,-3.166763277108958774e-01
7.520031479363845639e-01,3.306713041749911319e-01
1.161173508749215565e-02,1.029177608540953887e-01
4.612867450686739534e-01,-1.291811302506776782e-01
-2.296597312844976535e-01,1.921743795575735214e-01
8.231058166835368839e-01,-1.321049698417661455e-01
9.414851297146017983e-02,1.668311095989639115e-01
-6.758256416873280603e-01,1.921204866954772106e-01
6.540685721415021581e-01,4.885623917769620905e-01
3.016184698003006592e-01,1.036580470848671998e-01
3.722587464224834108e-01,-3.204316614216712322e-02
1.880616090519876271e-01,2.237656907664672956e-01
-4.167556302951471170e-01,-1.558663536604115163e-01
-9.000029375797902187e-01,2.256989859730215153e-01
-6.674576655225634703e-01,9.914512116984021406e-02
-7.667411136619020073e-01,-8.042992481935144766e-02
-7.102775645875625266e-01,-9.742189891503671983e-02
-3.386643262391514364e-01,-2.419638652788075883e-01
-6.987702027619011602e-01,-3.360823456163291451e-02
-1.831014152945930340e-01,-3.589077435436014429e-01
