metrica,bloque,columna,minimo,maximo,promedio
1. MAE  (L^1),train,mae_f,0.6635407508044361,1.571947618132358,1.1118836262504714
1. MAE  (L^1),test,mae_f,1.4804213774428425,3.0225329614363967,2.0717978794720175
2. RMSE (L^2),train,rmse_f,0.851102656073175,1.8674323320742932,1.362700812915671
2. RMSE (L^2),test,rmse_f,1.7566774662900642,3.360676600096386,2.4073127099458476
3. E_max promedio por curva,train,linf_medio,1.1703465744012644,2.251996440323512,1.688758922033453
3. E_max promedio por curva,test,linf_medio,2.1884502633397047,3.802013851520985,2.798789586119063
4. E_max peor de la ventana,train,linf_max,1.8279040984333732,5.051812475869446,3.370361490377187
4. E_max peor de la ventana,test,linf_max,3.8924803116926894,6.317509465070745,5.118697411665876
5. MPIW,train,mpiw,4.475751195789148,5.612957235740787,4.879213755527803
5. MPIW,test,mpiw,5.638225355656182,7.427698248517772,6.328957720642048
6. PICP puntual,train,picp,0.798,1.0,0.9235764705882352
6. PICP puntual,test,picp,0.5126666666666667,0.8966666666666666,0.7375065243179122
7. PICPB curva completa,train,picp_simultaneo,0.55,1.0,0.7648529411764707
7. PICPB curva completa,test,picp_simultaneo,0.25,0.65,0.48665480427046265
8. Winkler,train,winkler,4.592674898134612,11.055689500152297,6.324922137666724
8. Winkler,test,winkler,8.657300582000575,31.481048025565705,16.429823337320812
9. Winkler max promedio,train,winkler_max_medio,5.051583713950627,22.197918184903493,10.716572252484273
9. Winkler max promedio,test,winkler_max_medio,17.851288040678618,53.13956606532838,33.388059854358815
10. Winkler max peor ventana,train,winkler_max_glob,5.852215878210481,106.8740167636476,47.12492876629643
10. Winkler max peor ventana,test,winkler_max_glob,72.28914323105673,178.72233655345607,120.21285643995094
