metrica,bloque,columna,minimo,maximo,promedio
1. MAE  (L^1),train,mae_f,0.31990242593003126,0.38701301244755903,0.3524621695098623
1. MAE  (L^1),test,mae_f,0.3227918908995336,0.3622708170408164,0.344778717025716
2. RMSE (L^2),train,rmse_f,0.40211791798124163,0.4804474505379669,0.4399655163364811
2. RMSE (L^2),test,rmse_f,0.4048275970437158,0.4569294505458023,0.43290032124077193
3. E_max promedio por curva,train,linf_medio,1.0063675169370143,1.225776356773006,1.101295247877745
3. E_max promedio por curva,test,linf_medio,0.9874317493014823,1.1878676492598153,1.093194143465293
4. E_max peor de la ventana,train,linf_max,1.2962560935720848,2.338485788939126,1.5751515668429505
4. E_max peor de la ventana,test,linf_max,1.3769301906669364,2.0085912525531957,1.6239407737275753
5. MPIW,train,mpiw,0.9520622393450188,0.9812066751763067,0.9638763011707071
5. MPIW,test,mpiw,0.9504003734674156,0.9691448466223703,0.9599401767258532
6. PICP puntual,train,picp,0.6764444444444444,0.7622222222222222,0.7211091210613599
6. PICP puntual,test,picp,0.6991111111111111,0.7582222222222222,0.7316145961459615
7. PICPB curva completa,train,picp_simultaneo,0.0,0.0,0.0
7. PICPB curva completa,test,picp_simultaneo,0.0,0.0,0.0
8. Winkler,train,winkler,2.8466103558006024,4.172923038689727,3.4234103694113713
8. Winkler,test,winkler,2.89385958409628,3.747685810187397,3.3360248981919716
9. Winkler max promedio,train,winkler_max_medio,22.190226070323153,30.216630932827755,25.84607005341195
9. Winkler max promedio,test,winkler_max_medio,20.799124293995963,29.49610729974334,25.716778762031065
10. Winkler max peor ventana,train,winkler_max_glob,33.68954401756658,70.00277923822851,44.66794212019583
10. Winkler max peor ventana,test,winkler_max_glob,38.62519441418693,64.5629183999832,47.30966640939879
