componente,n_activas,VP,FP,FN,VN,sensibilidad,especificidad,exactitud,auc,pip_media_activas,pip_media_inactivas
FPC 1,2,2,0,0,0,1.0,0.0,1.0,,0.8458749999999999,
FPC 2,2,2,0,0,0,1.0,0.0,1.0,,0.94025,
