variable,FPC 1,FPC 1_sd,FPC 2,FPC 2_sd,FPC 3,FPC 3_sd
fpc_1_lag1,1.0,0.0,0.21733333333333332,0.3073557475557526,0.0,0.0
fpc_2_lag1,0.11933333333333335,0.16876281844318936,1.0,0.0,0.32,0.14047854719572744
fpc_3_lag1,0.0,0.0,0.0,0.0,1.0,0.0
