variable,FPC 1,FPC 1_sd,FPC 2,FPC 2_sd,FPC 3,FPC 3_sd,FPC 4,FPC 4_sd
fpc_1_lag1,1.0,0.0,1.0,0.0,1.0,0.0,0.9590000000000001,0.051618795026618015
fpc_2_lag1,0.63475,0.5130059697508402,1.0,0.0,1.0,0.0,0.8847499999999999,0.16157389950112613
fpc_3_lag1,0.016249999999999987,0.0010606601717798615,0.01874999999999999,0.012374368670764553,0.9105,0.004242640687119289,0.7725,0.014142135623730963
fpc_4_lag1,0.009500000000000008,0.00777817459305203,0.026499999999999968,0.005656854249492385,0.03749999999999998,0.008485281374238578,0.53175,0.383605428793702
