bloque,banda,winkler,picp,ee_picp,ace,mpiw,picp_simultaneo
test,FAR (IC del modelo AR),2.5631792417491033,0.955875,0.0013256756826709158,0.005875000000000075,2.3020396077190552,0.5
test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.573153989777219,0.957,0.001309436901878056,0.007000000000000006,2.325617487072411,0.5208333333333334
test,PSBPM-FD (predictiva bayesiana),3.0554159314012974,0.916,0.0017905306476014306,-0.03399999999999992,2.7904175862972016,0.1
train,FAR (IC del modelo AR),2.653509093880248,0.9543649373881932,0.0008826746602535536,0.004364937388193213,2.3020396077190557,0.5098389982110912
train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.677391500244674,0.9546690518783542,0.0008798688028729197,0.004669051878354202,2.3256174870724107,0.4991055456171735
train,PSBPM-FD (predictiva bayesiana),3.1261841376807222,0.9173524150268336,0.0011646013365908014,-0.03264758497316633,2.806859513895024,0.07871198568872988
