componente,n_activas,VP,FP,FN,VN,sensibilidad,especificidad,exactitud,auc,pip_media_activas,pip_media_inactivas
FPC 1,4,0,0,4,0,0.0,0.0,0.0,,0.1031875,
FPC 2,4,0,0,4,0,0.0,0.0,0.0,,0.106625,
FPC 3,4,1,0,3,0,0.25,0.0,0.25,,0.27449999999999997,
