bloque,modelo,RMSE_scores,R2_scores,MISE,RMSE_func,MISE_rel_PSBP
train,PSBPM-FD,0.9033261891144937,0.1466749447265468,1.8094141734618805,1.345144666369339,1.0
train,VAR,0.8968936361551325,0.1574139083579344,1.7992260067128465,1.3413523052177032,0.9943693561714831
train,FAR1,0.8968992979525465,0.15740284352160228,1.7992577990685668,1.341364156024965,0.9943869266957924
train,RF,0.7666865113273819,0.38884408175840046,1.331243982570556,1.153795468257072,0.7357320408425561
train,GBT,0.1488195812744817,0.9767143486751741,0.11326973956754952,0.33655570054234635,0.06260022786868913
train,media,1.000069935767595,-1.2387256707446782e-05,1.9623279718974727,1.4008311718038946,1.0845101142006799
train,persistencia,1.2238554514643551,-0.6165607083179427,3.464453501982548,1.8613042475593689,1.9146824164387672
train,(truncamiento FPCA),,,0.06533863921402916,,0.036110383223659254
test,PSBPM-FD,0.8939928988290632,0.10780208623933767,1.656905459944522,1.287208398024392,1.0
test,VAR,0.8881503111140606,0.11775957495554101,1.6449317470776705,1.2825489258027043,0.9927734483612285
test,FAR1,0.8883133521525407,0.11742327123824134,1.645667797452521,1.2828358419737582,0.9932176803301876
test,RF,0.9102736799920803,0.07920775310876187,1.6841609657810306,1.2977522744272232,1.016449644530365
test,GBT,1.0233365581554417,-0.18154806132670626,2.2537507877529883,1.5012497419660022,1.3602168875878111
test,media,0.991313420068186,-0.05893517348870496,1.7998526221900963,1.3415858609086846,1.0862735778843775
test,persistencia,1.2187353287146019,-0.7100266841249128,3.256992130223813,1.8047138638088347,1.9657078867570792
test,(truncamiento FPCA),,,0.05713249210356647,,0.034481443561348045
