bloque,modelo,RMSE_scores,R2_scores,sd_ratio,MISE,RMSE_func,n
test,(truncamiento FPCA),,,,0.05713249210356647,0.2390240408485441,120
test,FAR1,0.8883133521525407,0.11742327123824134,0.2548208507390655,1.645667797452521,1.2828358419737582,120
test,GBT,1.0233365581554417,-0.18154806132670626,0.6844398689980071,2.2537507877529883,1.5012497419660022,120
test,RF,0.9102736799920803,0.07920775310876187,0.2830806242585272,1.6841609657810306,1.2977522744272232,120
test,VAR,0.8881503111140606,0.11775957495554101,0.2548246593174541,1.6449317470776705,1.2825489258027043,120
test,media,0.991313420068186,-0.05893517348870496,0.0,1.7998526221900963,1.3415858609086846,120
test,persistencia,1.2187353287146019,-0.7100266841249128,0.9992063022329191,3.256992130223813,1.8047138638088347,120
train,(truncamiento FPCA),,,,0.06533863921402916,0.25561423906744546,279
train,FAR1,0.8968992979525465,0.15740284352160228,0.25320008570144353,1.7992577990685668,1.341364156024965,279
train,GBT,0.1488195812744817,0.9767143486751741,0.9021053468860446,0.11326973956754952,0.33655570054234635,279
train,RF,0.7666865113273819,0.38884408175840046,0.3209416561287095,1.331243982570556,1.153795468257072,279
train,VAR,0.8968936361551325,0.1574139083579344,0.2532055264082455,1.7992260067128465,1.3413523052177032,279
train,media,1.000069935767595,-1.2387256707446782e-05,0.0,1.9623279718974727,1.4008311718038946,279
train,persistencia,1.2238554514643551,-0.6165607083179427,0.9998789058917957,3.464453501982548,1.8613042475593689,279
