1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.600040812162023984e-01,3.979185797367615351e-02,2.040608101214162068e-04,0.000000000000000000e+00
9.208244056728904781e-01,7.835935108662381299e-02,8.162432404856648270e-04,0.000000000000000000e+00
8.824609733700643499e-01,1.157024793388429784e-01,1.836547291092745834e-03,0.000000000000000000e+00
8.449137843077237919e-01,1.518212427303336498e-01,3.264972961942659308e-03,0.000000000000000000e+00
8.081828384858688041e-01,1.867156412610958272e-01,5.101520253035406009e-03,0.000000000000000000e+00
7.722681359044994975e-01,2.203856749311294827e-01,7.346189164370983335e-03,0.000000000000000000e+00
7.371696765636158721e-01,2.528313437404346997e-01,9.998979695949396923e-03,0.000000000000000000e+00
7.028874604632179279e-01,2.840526476890113949e-01,1.305989184777063723e-02,0.000000000000000000e+00
6.694214876033056649e-01,3.140495867768595128e-01,1.652892561983471120e-02,0.000000000000000000e+00
6.367717579838791941e-01,3.428221610039792200e-01,2.040608101214162404e-02,0.000000000000000000e+00
6.049382716049382935e-01,3.703703703703703498e-01,2.469135802469136012e-02,0.000000000000000000e+00
5.739210284664829631e-01,3.966942148760330689e-01,2.938475665748393334e-02,0.000000000000000000e+00
5.437200285685134249e-01,4.217936945209672661e-01,3.448627691051934369e-02,0.000000000000000000e+00
5.143352719110294569e-01,4.456688093051729971e-01,3.999591878379758769e-02,0.000000000000000000e+00
4.857667584940312810e-01,4.683195592286502063e-01,4.591368227731864454e-02,0.000000000000000000e+00
4.580144883175185089e-01,4.897459442913988381e-01,5.223956739108254893e-02,0.000000000000000000e+00
4.310784613814916955e-01,5.099479644934190592e-01,5.897357412508929392e-02,0.000000000000000000e+00
4.049586776859503967e-01,5.289256198347107585e-01,6.611570247933884481e-02,0.000000000000000000e+00
3.796551372308947792e-01,5.466789103152740470e-01,7.366595245383125712e-02,0.000000000000000000e+00
3.551678400163247873e-01,5.632078359351087027e-01,8.162432404856649615e-02,0.000000000000000000e+00
3.314967860422405321e-01,5.785123966942148366e-01,8.999081726354454802e-02,0.000000000000000000e+00
3.086419753086420137e-01,5.925925925925926707e-01,9.876543209876544049e-02,0.000000000000000000e+00
2.866034078155288989e-01,6.054484236302417610e-01,1.079481685542291874e-01,0.000000000000000000e+00
2.653810835629017428e-01,6.170798898071625516e-01,1.175390266299357334e-01,0.000000000000000000e+00
2.449750025507601014e-01,6.274869911233547093e-01,1.275380063258851338e-01,0.000000000000000000e+00
2.253851647791041135e-01,6.366697275788185673e-01,1.379451076420773747e-01,0.000000000000000000e+00
