1.884989551072201522e-02,1.027533998925097419e-02,1.517075912973930938e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.027533998925097419e-02,3.029204285511856790e-02,1.893797580209476486e-02,7.563731364508086228e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.517075912973930938e-03,1.893797580209476486e-02,5.000958730801877139e-02,1.969373143250247038e-02,7.567777093755980117e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.563731364508086228e-04,1.969373143250247038e-02,5.000596733234447672e-02,1.969846891272732103e-02,7.593734654845270445e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.567777093755980117e-04,1.969846891272732103e-02,4.998658568673114422e-02,1.969979180197346802e-02,7.574835432307395642e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.593734654845270445e-04,1.969979180197346802e-02,5.000012181126323174e-02,1.969468411104660990e-02,7.562414333739260995e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.574835432307395642e-04,1.969468411104660990e-02,5.001081285641082591e-02,1.969468411104661337e-02,7.574835432307394558e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.562414333739260995e-04,1.969468411104661337e-02,5.000012181126323868e-02,1.969979180197346455e-02,7.593734654845268276e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.574835432307394558e-04,1.969979180197346455e-02,4.998658568673116503e-02,1.969846891272732450e-02,7.567777093755987707e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.593734654845268276e-04,1.969846891272732450e-02,5.000596733234451141e-02,1.969373143250248079e-02,7.563731364508094902e-04,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.567777093755987707e-04,1.969373143250248079e-02,5.000958730801876445e-02,1.893797580209475792e-02,1.517075912973928553e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.563731364508094902e-04,1.893797580209475792e-02,3.029204285511857483e-02,1.027533998925096725e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.517075912973928553e-03,1.027533998925096725e-02,1.884989551072199093e-02
