bloque,modelo,RMSE_scores,R2_scores,MISE,RMSE_func,MISE_rel_PSBP
train,PSBPM-FD,0.9597425356070378,0.07706432023477666,2.216681691662666,1.488852474781389,1.0
train,VAR,0.9944669689180623,0.010515043244562483,2.585333470975551,1.6078972202773256,1.1663079461067638
train,FAR1,0.9944736855668521,0.010501638725051943,2.5853757074160244,1.6079103542847233,1.1663270000109092
train,RF,0.7812819952118373,0.38643989755759645,1.4174884170910493,1.190583225604598,0.639464124426378
train,GBT,0.40814980352243013,0.8319213429848102,0.3902141603115136,0.6246712417836391,0.17603527009727127
train,media,0.9997553529091292,-1.4612312978723452e-05,2.594440715443247,1.6107267662279803,1.1704164495973417
train,persistencia,1.3614810246599611,-0.8562069924184207,5.030905145014599,2.242967932230552,2.2695658848704925
train,(truncamiento FPCA),,,0.02902472564207711,,0.013093772439788836
test,PSBPM-FD,1.0648745187032722,0.06400043258148155,2.783114884385248,1.6682670302997802,1.0
test,VAR,1.106715176962353,-0.011022261400794153,3.1660613570257814,1.779342956550474,1.1375963582348203
test,FAR1,1.1063115004987663,-0.010268253224254675,3.161544482897314,1.7780732501495302,1.1359734018294598
test,RF,1.0608367611214988,0.07032522302272481,2.649813832385367,1.627824877677377,0.9521036473385376
test,GBT,1.1706278544665727,-0.13660371246768305,3.0094324271659074,1.7347715778066886,1.0813180742377617
test,media,1.110487752274893,-0.017906249961478937,3.184461346140699,1.7845059109290444,1.1442076516521893
test,persistencia,1.4656020335615265,-0.774582441516078,5.679457743020363,2.383161291860113,2.0406839023732495
test,(truncamiento FPCA),,,0.03699383717163554,,0.013292242220826242
