bloque,MISE,RMSE_f,MISE_truncamiento,energy,Cob95_puntual,ancho_medio,n
train,2.216681691662666,1.488852474781389,0.02902472564207711,7.2566421351324015,0.9520669056152927,5.324258695647854,279
test,2.7831148843852476,1.6682670302997802,0.03699383717163554,7.984668692355201,0.9404444444444444,5.519672308097772,120
