modelo,MISE_test,MISE_train,salto
(truncamiento FPCA),0.03809267354009309,0.028910179795439077,1.3176214679267633
RF,2.701098255279754,1.4681596940290662,1.839785049449994
PSBPM-FD,2.7581066258702065,2.3199341409829213,1.1888728120107919
GBT,3.0813948742411874,0.3978438259848847,7.745237384576779
FAR1,3.1790409543618305,2.676501924131599,1.1877596371963313
VAR,3.184363223975079,2.676446867223177,1.1897726283947745
media,3.20916438434884,2.689334635325646,1.1932930704104248
persistencia,5.624077466236465,5.128557715530531,1.0966197083451708
