M,media incondicional,mejor lineal (VAR),PSBPM-FD,oráculo (proyectado),brecha lineal-oráculo,ganancia_lineal_sobre_incondicional,fraccion_brecha_recuperada
2,3.184461346140699,3.1660613570257814,2.783114884385248,2.0877683792521604,1.078292977773621,0.00577805384173271,0.355141395273864
