bloque,modelo,RMSE_scores,R2_scores,sd_ratio,MISE,RMSE_func,n
test,(truncamiento FPCA),,,,0.03699383717163554,0.19233782044006723,120
test,FAR1,1.1063115004987663,-0.010268253224254675,0.09302784995506866,3.161544482897314,1.7780732501495302,120
test,GBT,1.1706278544665727,-0.13660371246768305,0.6077942270878979,3.0094324271659074,1.7347715778066886,120
test,RF,1.0608367611214988,0.07032522302272481,0.3384423585023103,2.649813832385367,1.627824877677377,120
test,VAR,1.106715176962353,-0.011022261400794153,0.09303289899621536,3.1660613570257814,1.779342956550474,120
test,media,1.110487752274893,-0.017906249961478937,0.0,3.184461346140699,1.7845059109290444,120
test,persistencia,1.4656020335615265,-0.774582441516078,1.0047761546768483,5.679457743020363,2.383161291860113,120
train,(truncamiento FPCA),,,,0.02902472564207711,0.1703664451764992,279
train,FAR1,0.9944736855668521,0.010501638725051943,0.09282961441916789,2.5853757074160244,1.6079103542847233,279
train,GBT,0.40814980352243013,0.8319213429848102,0.7554773462531548,0.3902141603115136,0.6246712417836391,279
train,RF,0.7812819952118373,0.38643989755759645,0.39107873613536503,1.4174884170910493,1.190583225604598,279
train,VAR,0.9944669689180623,0.010515043244562483,0.09283415164476393,2.585333470975551,1.6078972202773256,279
train,media,0.9997553529091292,-1.4612312978723452e-05,0.0,2.594440715443247,1.6107267662279803,279
train,persistencia,1.3614810246599611,-0.8562069924184207,0.999154466337567,5.030905145014599,2.242967932230552,279
